u,v,key,osmid,ref,name,highway,maxspeed,oneway,length,org_geom,lanes,junction,bridge,access,service,geometry
2233719,2233726,0,2991404,A4130,Hart Street,primary,30 mph,False,11.938,"LINESTRING (-0.9008461 51.5375621, -0.9010185000000001 51.5375569)",,,,,,"[(-0.9008461, 51.5375621), (-0.9010185, 51.5375569)]"
2233719,5758718250,0,"[44643305, 607711199]",,,footway,,False,13.654,"LINESTRING (-0.9008461 51.5375621, -0.9008401 51.5376096, -0.9009476 51.5376439)",,,,,,"[(-0.9008461, 51.5375621), (-0.9008401, 51.5376096), (-0.9009476, 51.5376439)]"
2233726,2233719,0,2991404,A4130,Hart Street,primary,30 mph,False,11.938,"LINESTRING (-0.9010185000000001 51.5375569, -0.9008461 51.5375621)",,,,,,"[(-0.9010185, 51.5375569), (-0.9008461, 51.5375621)]"
2233726,373555734,0,159968876,A4130,Hart Street,primary,30 mph,False,3.702,"LINESTRING (-0.9010185000000001 51.5375569, -0.901072 51.5375558)",,,,,,"[(-0.9010185, 51.5375569), (-0.901072, 51.5375558)]"
2233776,3217323570,0,2991406,A4155,Bell Street,primary,30 mph,True,101.155,"LINESTRING (-0.9045953 51.5375441, -0.9047286 51.537714, -0.9048026 51.5379999, -0.9048108 51.5382037, -0.9047927 51.5384095, -0.9047929 51.5384306)",1,,,,,"[(-0.9045953, 51.5375441), (-0.9047286, 51.537714), (-0.9048026, 51.5379999), (-0.9048108, 51.5382037), (-0.9047927, 51.5384095), (-0.9047929, 51.5384306)]"
2233776,12177338,0,4089288,,Market Place,unclassified,20 mph,True,103.608,"LINESTRING (-0.9045953 51.5375441, -0.9050008 51.537498, -0.9053519 51.5374492, -0.9060268 51.5372827)",,,,,,"[(-0.9045953, 51.5375441), (-0.9050008, 51.537498), (-0.9053519, 51.5374492), (-0.9060268, 51.5372827)]"
2233776,3231957137,0,33104163,A4130,Hart Street,primary,30 mph,False,149.738,"LINESTRING (-0.9045953 51.5375441, -0.9044136 51.5375623, -0.9037017000000001 51.537627, -0.9029447 51.5376858, -0.9026499 51.5376911, -0.9024464 51.5376857)",,,,,,"[(-0.9045953, 51.5375441), (-0.9044136, 51.5375623), (-0.9037017, 51.537627), (-0.9029447, 51.5376858), (-0.9026499, 51.5376911), (-0.9024464, 51.5376857)]"
2233938,424202467,0,36372293,,Radnor Close,residential,,False,71.784,"LINESTRING (-0.9024529 51.5391652, -0.9022824 51.539802)",,,,,,"[(-0.9024529, 51.5391652), (-0.9022824, 51.539802)]"
2233938,3264026246,0,154945680,,New Street,primary,30 mph,True,35.042,"LINESTRING (-0.9024529 51.5391652, -0.9020932 51.5391145, -0.9019586000000001 51.539096)",2,,,,,"[(-0.9024529, 51.5391652), (-0.9020932, 51.5391145), (-0.9019586, 51.539096)]"
2234061,1400101526,0,23624395,,Queen Street,residential,,False,69.727,"LINESTRING (-0.9027139 51.5363987, -0.9023866 51.5358056)",,,,,,"[(-0.9027139, 51.5363987), (-0.9023866, 51.5358056)]"
2234061,1400101530,0,23624398,,Friday Street,residential,,False,53.568,"LINESTRING (-0.9027139 51.5363987, -0.9019487 51.5364731)",,,,,,"[(-0.9027139, 51.5363987), (-0.9019487, 51.5364731)]"
2234080,3240913518,0,23624395,,Queen Street,residential,,False,96.132,"LINESTRING (-0.9023357 51.5357321, -0.9020017 51.5348929)",,,,,,"[(-0.9023357, 51.5357321), (-0.9020017, 51.5348929)]"
2234080,1400101526,0,23624395,,Queen Street,residential,,False,8.899,"LINESTRING (-0.9023357 51.5357321, -0.9023866 51.5358056)",,,,,,"[(-0.9023357, 51.5357321), (-0.9023866, 51.5358056)]"
2234080,418044280,0,35740045,,Queen Close,residential,,False,42.314,"LINESTRING (-0.9023357 51.5357321, -0.9019952 51.5357446, -0.9019392000000001 51.5356955, -0.9018794999999999 51.5355939)",,,,,,"[(-0.9023357, 51.5357321), (-0.9019952, 51.5357446), (-0.9019392, 51.5356955), (-0.9018795, 51.5355939)]"
2234115,7861630733,0,23624395,,Queen Street,residential,,False,7.468,"LINESTRING (-0.9017902 51.5343522, -0.9018126 51.5344179)",,,,,,"[(-0.9017902, 51.5343522), (-0.9018126, 51.5344179)]"
2234115,7861605868,0,35740044,,Wyndale Close,residential,20 mph,False,44.497,"LINESTRING (-0.9017902 51.5343522, -0.9016399 51.5339631)",,,,,,"[(-0.9017902, 51.5343522), (-0.9016399, 51.5339631)]"
2234115,257336166,0,842716452,,Station Road,secondary,30 mph,True,60.804,"LINESTRING (-0.9017902 51.5343522, -0.9023705 51.5342518, -0.902412 51.5342435, -0.902644 51.5342291)",2,,,,,"[(-0.9017902, 51.5343522), (-0.9023705, 51.5342518), (-0.902412, 51.5342435), (-0.902644, 51.5342291)]"
2234178,419321903,0,4586362,,Badgemore Lane,residential,,False,26.251,"LINESTRING (-0.9056752 51.5416404, -0.9059735 51.5414944)",,,,,,"[(-0.9056752, 51.5416404), (-0.9059735, 51.5414944)]"
2234178,419321897,0,135000014,A4130,Northfield End,primary,30 mph,False,43.296,"LINESTRING (-0.9056752 51.5416404, -0.9059727 51.5418351, -0.9061108 51.54192)",,,,,,"[(-0.9056752, 51.5416404), (-0.9059727, 51.5418351), (-0.9061108, 51.54192)]"
2234178,772998822,0,135000014,A4130,Northfield End,primary,30 mph,False,55.537000000000006,"LINESTRING (-0.9056752 51.5416404, -0.9053696 51.5414446, -0.9052244 51.5413796, -0.9050415000000001 51.5413607)",,,,,,"[(-0.9056752, 51.5416404), (-0.9053696, 51.5414446), (-0.9052244, 51.5413796), (-0.9050415, 51.5413607)]"
2234196,571097580,0,135000014,A4130,Northfield End,primary,30 mph,False,38.339,"LINESTRING (-0.9081466 51.5430957, -0.9085853 51.5433065)",,,,,,"[(-0.9081466, 51.5430957), (-0.9085853, 51.5433065)]"
2234196,974158409,0,83657196,,,cycleway,,False,58.247,"LINESTRING (-0.9081466 51.5430957, -0.9082176 51.5431824, -0.9083654 51.5432626, -0.908753 51.5434487)",,,,,,"[(-0.9081466, 51.5430957), (-0.9082176, 51.5431824), (-0.9083654, 51.5432626), (-0.908753, 51.5434487)]"
2234196,419321844,0,135000014,A4130,Northfield End,primary,30 mph,False,92.70700000000001,"LINESTRING (-0.9081466 51.5430957, -0.9080613 51.5430528, -0.9073684 51.5426575, -0.9071561 51.5425341)",,,,,,"[(-0.9081466, 51.5430957), (-0.9080613, 51.5430528), (-0.9073684, 51.5426575), (-0.9071561, 51.5425341)]"
2234204,419321754,0,35877737,A4130,Fairmile,primary,30 mph,False,74.021,"LINESTRING (-0.9094629 51.5436758, -0.9103715 51.5440277)",,,,,,"[(-0.9094629, 51.5436758), (-0.9103715, 51.5440277)]"
2234204,479273457,0,35877737,A4130,Fairmile,primary,30 mph,False,57.101,"LINESTRING (-0.9094629 51.5436758, -0.9087769999999999 51.5433899)",,,,,,"[(-0.9094629, 51.5436758), (-0.908777, 51.5433899)]"
2234204,6684390580,0,569729010,,Fairmile Court,residential,,False,3.867,"LINESTRING (-0.9094629 51.5436758, -0.9094779 51.5436423)",,,,,,"[(-0.9094629, 51.5436758), (-0.9094779, 51.5436423)]"
2234234,8193675700,0,35877737,A4130,Fairmile,primary,30 mph,False,16.78,"LINESTRING (-0.9122625 51.5449067, -0.9124298 51.545016)",,,,,,"[(-0.9122625, 51.5449067), (-0.9124298, 51.545016)]"
2234234,419321758,0,35877737,A4130,Fairmile,primary,30 mph,False,82.21100000000001,"LINESTRING (-0.9122625 51.5449067, -0.9117824 51.5446411, -0.9114203 51.5444583, -0.9113542 51.5444304)",,,,,,"[(-0.9122625, 51.5449067), (-0.9117824, 51.5446411), (-0.9114203, 51.5444583), (-0.9113542, 51.5444304)]"
2234234,8193675699,0,83656747,,,service,,False,24.198999999999998,"LINESTRING (-0.9122625 51.5449067, -0.912348 51.5448984, -0.9124298 51.5449009, -0.9125058 51.5449089, -0.912589 51.5449235, -0.9126022 51.5449311)",,,,,,"[(-0.9122625, 51.5449067), (-0.912348, 51.5448984), (-0.9124298, 51.5449009), (-0.9125058, 51.5449089), (-0.912589, 51.5449235), (-0.9126022, 51.5449311)]"
8090760,1439652437,0,186922618,,Greys Road,tertiary,30 mph,False,41.198,"LINESTRING (-0.9238456 51.527038, -0.9235533 51.5273608)",,,,,,"[(-0.9238456, 51.527038), (-0.9235533, 51.5273608)]"
8090760,411276670,0,8240142,,Gillott's Lane,residential,30 mph,False,154.61,"LINESTRING (-0.9238456 51.527038, -0.9238397 51.5267097, -0.9237563 51.5263301, -0.9233759 51.5256937)",,,,,,"[(-0.9238456, 51.527038), (-0.9238397, 51.5267097), (-0.9237563, 51.5263301), (-0.9233759, 51.5256937)]"
8090760,411276666,0,34095442,,,bridleway,,False,138.635,"LINESTRING (-0.9238456 51.527038, -0.9233491 51.5268187, -0.9222218 51.5263074)",,,,,,"[(-0.9238456, 51.527038), (-0.9233491, 51.5268187), (-0.9222218, 51.5263074)]"
8090760,6765896110,0,186922618,,Greys Road,tertiary,30 mph,False,125.513,"LINESTRING (-0.9238456 51.527038, -0.9242298 51.5270783, -0.9248628 51.5272986, -0.9254569 51.5275282)",,,,,,"[(-0.9238456, 51.527038), (-0.9242298, 51.5270783), (-0.9248628, 51.5272986), (-0.9254569, 51.5275282)]"
12176460,1631661170,0,159968880,A4155,Reading Road,primary,30 mph,False,10.956,"LINESTRING (-0.9038877 51.5363429, -0.9038152 51.5362553)",,,,,,"[(-0.9038877, 51.5363429), (-0.9038152, 51.5362553)]"
12176460,420501424,0,186923804,,Greys Road,tertiary,30 mph,False,30.331,"LINESTRING (-0.9038877 51.5363429, -0.904295 51.5362418)",,,,,,"[(-0.9038877, 51.5363429), (-0.904295, 51.5362418)]"
12176460,2233776,0,3238067,,Duke Street,primary,30 mph,True,142.601,"LINESTRING (-0.9038877 51.5363429, -0.9041536999999999 51.5367271, -0.9045088999999999 51.5374483, -0.9045953 51.5375441)",1,,,,,"[(-0.9038877, 51.5363429), (-0.9041537, 51.5367271), (-0.9045089, 51.5374483), (-0.9045953, 51.5375441)]"
12177108,292026106,0,4586359,,Hop Gardens,residential,,False,13.877,"LINESTRING (-0.910699 51.5371877, -0.9106978 51.5373125)",,,,,,"[(-0.910699, 51.5371877), (-0.9106978, 51.5373125)]"
12177108,1244413917,0,186922623,,Gravel Hill,tertiary,30 mph,False,10.916,"LINESTRING (-0.910699 51.5371877, -0.910856 51.5371977)",,,,,,"[(-0.910699, 51.5371877), (-0.910856, 51.5371977)]"
12177108,2055908741,0,186922624,,Gravel Hill,tertiary,30 mph,False,39.902,"LINESTRING (-0.910699 51.5371877, -0.9101248 51.5371529)",,,,,,"[(-0.910699, 51.5371877), (-0.9101248, 51.5371529)]"
12177126,4489672333,0,43782210,,Market Place,tertiary,,False,8.121,"LINESTRING (-0.9065701 51.5372356, -0.9066637 51.5371915)",,,,,,"[(-0.9065701, 51.5372356), (-0.9066637, 51.5371915)]"
12177126,12177284,0,4089289,,Market Place,unclassified,30 mph,True,28.970000000000002,"LINESTRING (-0.9065701 51.5372356, -0.9066312 51.5372898, -0.9066618 51.5374832)",,,,,,"[(-0.9065701, 51.5372356), (-0.9066312, 51.5372898), (-0.9066618, 51.5374832)]"
12177284,257338001,0,4586358,,Kings Road,residential,,False,78.934,"LINESTRING (-0.9066618 51.5374832, -0.9066815 51.5376552, -0.9068366 51.5381839)",,,,,,"[(-0.9066618, 51.5374832), (-0.9066815, 51.5376552), (-0.9068366, 51.5381839)]"
12177284,12177338,0,62003054,,Market Place,unclassified,20 mph,True,71.281,"LINESTRING (-0.9066618 51.5374832, -0.9064804 51.5375045, -0.9061099 51.5375177, -0.9060229 51.5374987, -0.9059718 51.5374439, -0.9059519 51.5373834, -0.9059722 51.5373311, -0.9060268 51.5372827)",,,,,,"[(-0.9066618, 51.5374832), (-0.9064804, 51.5375045), (-0.9061099, 51.5375177), (-0.9060229, 51.5374987), (-0.9059718, 51.5374439), (-0.9059519, 51.5373834), (-0.9059722, 51.5373311), (-0.9060268, 51.5372827)]"
12177338,420501405,0,35975821,,,service,,False,41.833,"LINESTRING (-0.9060268 51.5372827, -0.9059546000000001 51.5371296, -0.9058537 51.5369684, -0.9058282 51.5369277)",,,,,,"[(-0.9060268, 51.5372827), (-0.9059546, 51.5371296), (-0.9058537, 51.5369684), (-0.9058282, 51.5369277)]"
12177338,12177126,0,186922621,,Market Place,unclassified,20 mph,True,38.682,"LINESTRING (-0.9060268 51.5372827, -0.9064618 51.5372179, -0.9065701 51.5372356)",,,,,,"[(-0.9060268, 51.5372827), (-0.9064618, 51.5372179), (-0.9065701, 51.5372356)]"
12177601,29009852,0,4586365,A4155,Bell Street,primary,30 mph,True,9.698,"LINESTRING (-0.9048992 51.5410438, -0.9049099 51.5410586, -0.9049118 51.5410747, -0.9049047 51.5410903, -0.9048895 51.5411035, -0.9048584 51.5411148)",,roundabout,,,,"[(-0.9048992, 51.5410438), (-0.9049099, 51.5410586), (-0.9049118, 51.5410747), (-0.9049047, 51.5410903), (-0.9048895, 51.5411035), (-0.9048584, 51.5411148)]"
12177601,420339350,0,186924324,,Kings Road,residential,,False,94.929,"LINESTRING (-0.9048992 51.5410438, -0.9051399 51.5409417, -0.9057547 51.5406864, -0.906034 51.5405636)",,,,,,"[(-0.9048992, 51.5410438), (-0.9051399, 51.5409417), (-0.9057547, 51.5406864), (-0.906034, 51.5405636)]"
15420363,15870054,0,8284770,A4155,,primary,30 mph,True,34.022,"LINESTRING (-0.8947748 51.5260924, -0.8948636 51.5260895, -0.8949534 51.526116, -0.8950105 51.5261679, -0.8950155 51.5262358, -0.8949719 51.526287)",,roundabout,,,,"[(-0.8947748, 51.5260924), (-0.8948636, 51.5260895), (-0.8949534, 51.526116), (-0.8950105, 51.5261679), (-0.8950155, 51.5262358), (-0.8949719, 51.526287)]"
15420364,6755729429,0,3189051,,Mill Lane,unclassified,,False,53.119,"LINESTRING (-0.8959031 51.5276323, -0.8951421000000001 51.527696)",,,,,,"[(-0.8959031, 51.5276323), (-0.8951421, 51.527696)]"
15420364,286304196,0,3238066,A4155,Reading Road,primary,30 mph,False,91.203,"LINESTRING (-0.8959031 51.5276323, -0.895391 51.5268765)",,,,,,"[(-0.8959031, 51.5276323), (-0.895391, 51.5268765)]"
15420364,418044213,0,64963667,A4155,Reading Road,primary,30 mph,False,21.452,"LINESTRING (-0.8959031 51.5276323, -0.8960426 51.5278046)",,,,,,"[(-0.8959031, 51.5276323), (-0.8960426, 51.5278046)]"
15420366,2559123298,0,64963666,A4155,Reading Road,primary,30 mph,False,30.544,"LINESTRING (-0.8985465 51.5298299, -0.8988471 51.5300311)",,,,,,"[(-0.8985465, 51.5298299), (-0.8988471, 51.5300311)]"
15420366,418044259,0,64963666,A4155,Reading Road,primary,30 mph,False,28.339,"LINESTRING (-0.8985465 51.5298299, -0.8982552 51.5296507)",,,,,,"[(-0.8985465, 51.5298299), (-0.8982552, 51.5296507)]"
15420366,258375474,0,23843868,,Niagara Road,residential,,False,179.853,"LINESTRING (-0.8985465 51.5298299, -0.8998732 51.5290199, -0.9000184 51.5289362, -0.9000817 51.5289154, -0.9001542 51.528909, -0.9005525 51.528909)",,,,,,"[(-0.8985465, 51.5298299), (-0.8998732, 51.5290199), (-0.9000184, 51.5289362), (-0.9000817, 51.5289154), (-0.9001542, 51.528909), (-0.9005525, 51.528909)]"
15420667,7354965129,0,36192243,,Mill Lane,unclassified,,False,4.643,"LINESTRING (-0.8877781 51.5292809, -0.8878403 51.5292652)",,,,,,"[(-0.8877781, 51.5292809), (-0.8878403, 51.5292652)]"
15420667,15429203,0,"[521897601, 3189354, 398589900, 607711213, 607711216]",,,footway,,False,588.827,"LINESTRING (-0.8877781 51.5292809, -0.8880952 51.5295552, -0.8881427 51.5295962, -0.8883604000000001 51.5297846, -0.8889775 51.5302909, -0.8908362 51.5312455, -0.8914931 51.5314341, -0.892041 51.5315432, -0.8923321 51.5316267, -0.8929161 51.5317942, -0.8934172 51.532008, -0.8936636 51.532133, -0.8943649 51.5324793)",,,yes,,,"[(-0.8877781, 51.5292809), (-0.8880952, 51.5295552), (-0.8881427, 51.5295962), (-0.8883604, 51.5297846), (-0.8889775, 51.5302909), (-0.8908362, 51.5312455), (-0.8914931, 51.5314341), (-0.892041, 51.5315432), (-0.8923321, 51.5316267), (-0.8929161, 51.5317942), (-0.8934172, 51.532008), (-0.8936636, 51.532133), (-0.8943649, 51.5324793)]"
15420671,421939687,0,"[36192242, 3189051, 36192243]",,Mill Lane,unclassified,,False,221.20399999999998,"LINESTRING (-0.8937368999999999 51.5280562, -0.8926649 51.5284253, -0.8925556 51.5284609, -0.8923444 51.5285238, -0.891556 51.528685, -0.8907756 51.5287378)",,,yes,,,"[(-0.8937369, 51.5280562), (-0.8926649, 51.5284253), (-0.8925556, 51.5284609), (-0.8923444, 51.5285238), (-0.891556, 51.528685), (-0.8907756, 51.5287378)]"
15420671,6755729429,0,3189051,,Mill Lane,unclassified,,False,105.149,"LINESTRING (-0.8937368999999999 51.5280562, -0.8950189 51.5277233, -0.8951421000000001 51.527696)",,,,,,"[(-0.8937369, 51.5280562), (-0.8950189, 51.5277233), (-0.8951421, 51.527696)]"
15420671,423276666,0,36277981,,,service,,False,74.287,"LINESTRING (-0.8937368999999999 51.5280562, -0.8932909 51.5280952, -0.8932403 51.5280713, -0.8930797 51.5278512, -0.8930308 51.527749)",,,,,,"[(-0.8937369, 51.5280562), (-0.8932909, 51.5280952), (-0.8932403, 51.5280713), (-0.8930797, 51.5278512), (-0.8930308, 51.527749)]"
15429203,423276632,0,508165284,,,footway,,False,63.242,"LINESTRING (-0.8943649 51.5324793, -0.8950654 51.5328448)",,,,,,"[(-0.8943649, 51.5324793), (-0.8950654, 51.5328448)]"
15429203,423182051,0,"[35768507, 35768510]",,,"['footway', 'service']",,False,72.761,"LINESTRING (-0.8943649 51.5324793, -0.8945284 51.5324343, -0.8947365 51.5324662, -0.8953851 51.532538)",,,,,,"[(-0.8943649, 51.5324793), (-0.8945284, 51.5324343), (-0.8947365, 51.5324662), (-0.8953851, 51.532538)]"
15429203,15420667,0,"[521897601, 3189354, 398589900, 607711213, 607711216]",,,footway,,False,588.827,"LINESTRING (-0.8943649 51.5324793, -0.8936636 51.532133, -0.8934172 51.532008, -0.8929161 51.5317942, -0.8923321 51.5316267, -0.892041 51.5315432, -0.8914931 51.5314341, -0.8908362 51.5312455, -0.8889775 51.5302909, -0.8883604000000001 51.5297846, -0.8881427 51.5295962, -0.8880952 51.5295552, -0.8877781 51.5292809)",,,yes,,,"[(-0.8943649, 51.5324793), (-0.8936636, 51.532133), (-0.8934172, 51.532008), (-0.8929161, 51.5317942), (-0.8923321, 51.5316267), (-0.892041, 51.5315432), (-0.8914931, 51.5314341), (-0.8908362, 51.5312455), (-0.8889775, 51.5302909), (-0.8883604, 51.5297846), (-0.8881427, 51.5295962), (-0.8880952, 51.5295552), (-0.8877781, 51.5292809)]"
15429215,423754366,0,66683104,,,footway,,False,175.01,"LINESTRING (-0.8999591 51.5355949, -0.9000392 51.5357136, -0.9002335 51.5359585, -0.9004867 51.5363415, -0.9005877 51.5365459, -0.900738 51.5366654, -0.9008052 51.5367351, -0.9008232 51.5367854, -0.900787 51.5367984, -0.9008158000000001 51.5370313)",,,,,,"[(-0.8999591, 51.5355949), (-0.9000392, 51.5357136), (-0.9002335, 51.5359585), (-0.9004867, 51.5363415), (-0.9005877, 51.5365459), (-0.900738, 51.5366654), (-0.9008052, 51.5367351), (-0.9008232, 51.5367854), (-0.900787, 51.5367984), (-0.9008158, 51.5370313)]"
15429215,418169478,0,"[508165284, 398589901]",,,"['footway', 'service']",,False,130.785,"LINESTRING (-0.8999591 51.5355949, -0.8998646 51.535551, -0.8996923 51.5354596, -0.8995957999999999 51.5354143, -0.8993252 51.5352755, -0.8991576 51.5351697, -0.8989822 51.5350625, -0.8985900999999999 51.5347984, -0.8985822 51.5347926)",,,,,,"[(-0.8999591, 51.5355949), (-0.8998646, 51.535551), (-0.8996923, 51.5354596), (-0.8995958, 51.5354143), (-0.8993252, 51.5352755), (-0.8991576, 51.5351697), (-0.8989822, 51.5350625), (-0.8985901, 51.5347984), (-0.8985822, 51.5347926)]"
15429215,5555967338,0,580364295,,,service,,False,8.315,"LINESTRING (-0.8999591 51.5355949, -0.9000188 51.5355979, -0.9000789 51.5355947)",,,,,,"[(-0.8999591, 51.5355949), (-0.9000188, 51.5355979), (-0.9000789, 51.5355947)]"
15870054,286304196,0,3238066,A4155,Reading Road,primary,30 mph,False,71.876,"LINESTRING (-0.8949719 51.526287, -0.8950949 51.5264103, -0.895391 51.5268765)",,,,,,"[(-0.8949719, 51.526287), (-0.8950949, 51.5264103), (-0.895391, 51.5268765)]"
15870054,15870061,0,8284770,A4155,,primary,30 mph,True,27.536,"LINESTRING (-0.8949719 51.526287, -0.8948892000000001 51.5263206, -0.8947854 51.5263235, -0.8947055 51.5262986, -0.8946463 51.5262439)",,roundabout,,,,"[(-0.8949719, 51.526287), (-0.8948892, 51.5263206), (-0.8947854, 51.5263235), (-0.8947055, 51.5262986), (-0.8946463, 51.5262439)]"
15870061,15420363,0,8284770,A4155,,primary,30 mph,True,20.964,"LINESTRING (-0.8946463 51.5262439, -0.894645 51.5261727, -0.8947074 51.5261146, -0.8947748 51.5260924)",,roundabout,,,,"[(-0.8946463, 51.5262439), (-0.894645, 51.5261727), (-0.8947074, 51.5261146), (-0.8947748, 51.5260924)]"
15870061,5758718480,0,26704935,,,service,,False,77.84,"LINESTRING (-0.8946463 51.5262439, -0.8944643 51.5263099, -0.8941403 51.5263853, -0.8936015 51.5264983)",,,,,,"[(-0.8946463, 51.5262439), (-0.8944643, 51.5263099), (-0.8941403, 51.5263853), (-0.8936015, 51.5264983)]"
15870066,287594625,0,23687846,,Park Road,residential,,False,71.8,"LINESTRING (-0.9010646 51.5317927, -0.9001633999999999 51.5321131)",,,,,,"[(-0.9010646, 51.5317927), (-0.9001634, 51.5321131)]"
15870066,255902868,0,159968879,A4155,Reading Road,primary,30 mph,False,11.133,"LINESTRING (-0.9010646 51.5317927, -0.9011583 51.5318741)",,,,,,"[(-0.9010646, 51.5317927), (-0.9011583, 51.5318741)]"
15870066,254636090,0,159968879,A4155,Reading Road,primary,30 mph,False,38.992,"LINESTRING (-0.9010646 51.5317927, -0.9007644 51.5314959)",,,,,,"[(-0.9010646, 51.5317927), (-0.9007644, 51.5314959)]"
15870067,1377649256,0,64963666,A4155,Reading Road,primary,30 mph,False,27.862,"LINESTRING (-0.8992065 51.5302613, -0.8994653 51.5304533)",,,,,,"[(-0.8992065, 51.5302613), (-0.8994653, 51.5304533)]"
15870067,2559123298,0,64963666,A4155,Reading Road,primary,30 mph,False,35.683,"LINESTRING (-0.8992065 51.5302613, -0.8988471 51.5300311)",,,,,,"[(-0.8992065, 51.5302613), (-0.8988471, 51.5300311)]"
15870067,287628215,0,26262031,,Boston Road,residential,,False,119.749,"LINESTRING (-0.8992065 51.5302613, -0.9000987 51.5297428, -0.9001189000000001 51.529733, -0.9001404 51.5297254, -0.900168 51.5297212, -0.9001968 51.5297192, -0.9005991 51.5297133)",,,,,,"[(-0.8992065, 51.5302613), (-0.9000987, 51.5297428), (-0.9001189, 51.529733), (-0.9001404, 51.5297254), (-0.900168, 51.5297212), (-0.9001968, 51.5297192), (-0.9005991, 51.5297133)]"
21762886,8114512099,0,62003053,,,tertiary,40 mph,False,35.769,"LINESTRING (-0.9186792 51.5403664, -0.9182634 51.5401751)",,,,,,"[(-0.9186792, 51.5403664), (-0.9182634, 51.5401751)]"
21762886,7321425781,0,83655454,,Lambridge Lane,residential,,False,111.667,"LINESTRING (-0.9186792 51.5403664, -0.9183611 51.5406931, -0.9177841 51.5412015)",,,,,,"[(-0.9186792, 51.5403664), (-0.9183611, 51.5406931), (-0.9177841, 51.5412015)]"
21895697,411322523,0,35070842,,,footway,,False,57.726,"LINESTRING (-0.9110697 51.5304391, -0.910894 51.5305321, -0.9108205 51.5306124, -0.9106756 51.5308809)",,,,,,"[(-0.9110697, 51.5304391), (-0.910894, 51.5305321), (-0.9108205, 51.5306124), (-0.9106756, 51.5308809)]"
21895697,411322536,0,186925292,,Greys Road,tertiary,30 mph,False,165.045,"LINESTRING (-0.9110697 51.5304391, -0.9106801 51.5311329, -0.9102455 51.5318318)",,,,,,"[(-0.9110697, 51.5304391), (-0.9106801, 51.5311329), (-0.9102455, 51.5318318)]"
21895697,411318122,0,186925292,,Greys Road,tertiary,30 mph,False,90.713,"LINESTRING (-0.9110697 51.5304391, -0.9111279 51.5303202, -0.9112537000000001 51.5301759, -0.9113929 51.530044, -0.9115877 51.529924, -0.9118487 51.5298089)",,,,,,"[(-0.9110697, 51.5304391), (-0.9111279, 51.5303202), (-0.9112537, 51.5301759), (-0.9113929, 51.530044), (-0.9115877, 51.529924), (-0.9118487, 51.5298089)]"
21896469,287830310,0,26277395,,,footway,,False,22.683,"LINESTRING (-0.9101489 51.5319923, -0.9104455 51.5319053)",,,,,,"[(-0.9101489, 51.5319923), (-0.9104455, 51.5319053)]"
21896469,257335322,0,186925292,,Greys Road,tertiary,30 mph,False,44.592,"LINESTRING (-0.9101489 51.5319923, -0.9099022 51.5323628)",,,,,,"[(-0.9101489, 51.5319923), (-0.9099022, 51.5323628)]"
21896469,411322488,0,186925292,,Greys Road,tertiary,30 mph,False,10.918,"LINESTRING (-0.9101489 51.5319923, -0.9102036 51.5319002)",,,,,,"[(-0.9101489, 51.5319923), (-0.9102036, 51.5319002)]"
21896469,287830336,0,26277395,,,footway,,False,69.77199999999999,"LINESTRING (-0.9101489 51.5319923, -0.9104305 51.5318635, -0.9109358 51.5316002)",,,,,,"[(-0.9101489, 51.5319923), (-0.9104305, 51.5318635), (-0.9109358, 51.5316002)]"
21896637,257333989,0,23751114,,Church Street,residential,,False,95.277,"LINESTRING (-0.9067451 51.5350305, -0.9059247 51.5343422)",,,,,,"[(-0.9067451, 51.5350305), (-0.9059247, 51.5343422)]"
21896637,3231977580,0,186925289,,Greys Road,tertiary,30 mph,False,7.007,"LINESTRING (-0.9067451 51.5350305, -0.9066769 51.5350771)",,,,,,"[(-0.9067451, 51.5350305), (-0.9066769, 51.5350771)]"
21896637,2559173706,0,398407199,,Deanfield Avenue,residential,,False,27.715,"LINESTRING (-0.9067451 51.5350305, -0.9071458 51.5350299)",,,,,,"[(-0.9067451, 51.5350305), (-0.9071458, 51.5350299)]"
21896637,287945327,0,186925292,,Greys Road,tertiary,30 mph,False,222.71299999999997,"LINESTRING (-0.9067451 51.5350305, -0.9069272 51.534799, -0.9070922 51.5346133, -0.9072483 51.5344675, -0.9073585 51.5343822, -0.9075943 51.5342472, -0.9077878 51.5341571, -0.9081947 51.5340032, -0.9084483 51.5339093, -0.9086376 51.5338164, -0.9087909 51.5337266, -0.9089331 51.5336208)",,,,,,"[(-0.9067451, 51.5350305), (-0.9069272, 51.534799), (-0.9070922, 51.5346133), (-0.9072483, 51.5344675), (-0.9073585, 51.5343822), (-0.9075943, 51.5342472), (-0.9077878, 51.5341571), (-0.9081947, 51.5340032), (-0.9084483, 51.5339093), (-0.9086376, 51.5338164), (-0.9087909, 51.5337266), (-0.9089331, 51.5336208)]"
29009836,419882537,0,35921023,,Crisp Road,residential,,False,20.294,"LINESTRING (-0.9113661 51.5410625, -0.9116489 51.5411112)",,,,,,"[(-0.9113661, 51.5410625), (-0.9116489, 51.5411112)]"
29009836,420581206,0,398407208,,,footway,,False,48.574,"LINESTRING (-0.9113661 51.5410625, -0.9110924 51.5406602)",,,,,,"[(-0.9113661, 51.5410625), (-0.9110924, 51.5406602)]"
