u,v,key,osmid,ref,name,highway,maxspeed,oneway,length,org_geom,lanes,junction,bridge,access,service,geometry
7207538230,424202481,0,"[772064555, 36372294]",,Radnor Close,"['residential', 'service']",,False,65.77499999999999,"LINESTRING (-0.9035023 51.5403559, -0.9034624 51.5403048, -0.9033976 51.540235, -0.9033303 51.5401792, -0.9032555 51.5401373, -0.9032032 51.5401141, -0.903111 51.5400955, -0.9030254 51.5400927, -0.9027552 51.5400858)",,,,,,"[(-0.9035023, 51.5403559), (-0.9034624, 51.5403048), (-0.9033976, 51.540235), (-0.9033303, 51.5401792), (-0.9032555, 51.5401373), (-0.9032032, 51.5401141), (-0.903111, 51.5400955), (-0.9030254, 51.5400927), (-0.9027552, 51.5400858)]"
7249056522,7249056526,0,776896161,,,residential,,False,15.795,"LINESTRING (-0.9231135 51.5271795, -0.9230794 51.527147, -0.9230612 51.5271144, -0.9230475 51.5270706, -0.9230475 51.5270465)",,,,private,,"[(-0.9231135, 51.5271795), (-0.9230794, 51.527147), (-0.9230612, 51.5271144), (-0.9230475, 51.5270706), (-0.9230475, 51.5270465)]"
7249056522,1439652437,0,"[776896161, 130794983]",,Thorne Close,residential,,False,36.764,"LINESTRING (-0.9231135 51.5271795, -0.9231544 51.5272064, -0.9232113 51.5272375, -0.9232591 51.5272602, -0.9233045 51.5272786, -0.9233477 51.5272927, -0.9234083 51.5273155, -0.9235533 51.5273608)",,,,private,,"[(-0.9231135, 51.5271795), (-0.9231544, 51.5272064), (-0.9232113, 51.5272375), (-0.9232591, 51.5272602), (-0.9233045, 51.5272786), (-0.9233477, 51.5272927), (-0.9234083, 51.5273155), (-0.9235533, 51.5273608)]"
7249056522,7249056529,0,776896162,,,service,,False,11.163,"LINESTRING (-0.9231135 51.5271795, -0.9230498 51.5271555, -0.9230043 51.5271456, -0.9229657 51.5271441)",,,,,,"[(-0.9231135, 51.5271795), (-0.9230498, 51.5271555), (-0.9230043, 51.5271456), (-0.9229657, 51.5271441)]"
7249056526,7249056522,0,776896161,,,residential,,False,15.794999999999998,"LINESTRING (-0.9230475 51.5270465, -0.9230475 51.5270706, -0.9230612 51.5271144, -0.9230794 51.527147, -0.9231135 51.5271795)",,,,private,,"[(-0.9230475, 51.5270465), (-0.9230475, 51.5270706), (-0.9230612, 51.5271144), (-0.9230794, 51.527147), (-0.9231135, 51.5271795)]"
7249056529,7249056522,0,776896162,,,service,,False,11.163,"LINESTRING (-0.9229657 51.5271441, -0.9230043 51.5271456, -0.9230498 51.5271555, -0.9231135 51.5271795)",,,,,,"[(-0.9229657, 51.5271441), (-0.9230043, 51.5271456), (-0.9230498, 51.5271555), (-0.9231135, 51.5271795)]"
7249056530,411276674,0,186922618,,Greys Road,tertiary,30 mph,False,96.93799999999999,"LINESTRING (-0.9231528 51.5277895, -0.9227739 51.5281329, -0.9222775 51.5284674)",,,,,,"[(-0.9231528, 51.5277895), (-0.9227739, 51.5281329), (-0.9222775, 51.5284674)]"
7249056530,7324609061,0,186922618,,Greys Road,tertiary,30 mph,False,24.675,"LINESTRING (-0.9231528 51.5277895, -0.9232739 51.5276798, -0.9233422 51.5276018)",,,,,,"[(-0.9231528, 51.5277895), (-0.9232739, 51.5276798), (-0.9233422, 51.5276018)]"
7249056530,7249056534,0,776896163,,,service,,False,36.417,"LINESTRING (-0.9231528 51.5277895, -0.9231225 51.5277606, -0.9231003 51.527733, -0.9230781 51.5276926, -0.9229877 51.5274805)",,,,,,"[(-0.9231528, 51.5277895), (-0.9231225, 51.5277606), (-0.9231003, 51.527733), (-0.9230781, 51.5276926), (-0.9229877, 51.5274805)]"
7249056534,7249056530,0,776896163,,,service,,False,36.417,"LINESTRING (-0.9229877 51.5274805, -0.9230781 51.5276926, -0.9231003 51.527733, -0.9231225 51.5277606, -0.9231528 51.5277895)",,,,,,"[(-0.9229877, 51.5274805), (-0.9230781, 51.5276926), (-0.9231003, 51.527733), (-0.9231225, 51.5277606), (-0.9231528, 51.5277895)]"
7321103296,286304223,0,23512734,,Harpsden Way,residential,,False,112.754,"LINESTRING (-0.900836 51.525881, -0.9009677 51.5268917)",,,,,,"[(-0.900836, 51.525881), (-0.9009677, 51.5268917)]"
7321103296,6722802643,0,23512734,,Harpsden Way,residential,,False,6.421,"LINESTRING (-0.900836 51.525881, -0.9008294 51.5258234)",,,,,,"[(-0.900836, 51.525881), (-0.9008294, 51.5258234)]"
7321103296,7321103299,0,783805517,,,service,,False,107.122,"LINESTRING (-0.900836 51.525881, -0.9017586 51.5257007, -0.9020591999999999 51.5256528, -0.9021204 51.5258171)",,,,,,"[(-0.900836, 51.525881), (-0.9017586, 51.5257007), (-0.9020592, 51.5256528), (-0.9021204, 51.5258171)]"
7321103299,7321103296,0,783805517,,,service,,False,107.122,"LINESTRING (-0.9021204 51.5258171, -0.9020591999999999 51.5256528, -0.9017586 51.5257007, -0.900836 51.525881)",,,,,,"[(-0.9021204, 51.5258171), (-0.9020592, 51.5256528), (-0.9017586, 51.5257007), (-0.900836, 51.525881)]"
7321425781,21762886,0,83655454,,Lambridge Lane,residential,,False,111.667,"LINESTRING (-0.9177841 51.5412015, -0.9183611 51.5406931, -0.9186792 51.5403664)",,,,,,"[(-0.9177841, 51.5412015), (-0.9183611, 51.5406931), (-0.9186792, 51.5403664)]"
7321425781,974148692,0,83655454,,Lambridge Lane,residential,,False,105.869,"LINESTRING (-0.9177841 51.5412015, -0.917782 51.5412033, -0.9170951000000001 51.5414738, -0.9167196 51.541674, -0.9166441 51.5418023)",,,,,,"[(-0.9177841, 51.5412015), (-0.917782, 51.5412033), (-0.9170951, 51.5414738), (-0.9167196, 51.541674), (-0.9166441, 51.5418023)]"
7321425781,7321453885,0,783842742,,,service,,False,95.68,"LINESTRING (-0.9177841 51.5412015, -0.9173945999999999 51.5409364, -0.917192 51.5408022, -0.9171171 51.5407323, -0.9170648 51.5405013)",,,,,,"[(-0.9177841, 51.5412015), (-0.9173946, 51.5409364), (-0.917192, 51.5408022), (-0.9171171, 51.5407323), (-0.9170648, 51.5405013)]"
7321453885,7321425781,0,783842742,,,service,,False,95.68,"LINESTRING (-0.9170648 51.5405013, -0.9171171 51.5407323, -0.917192 51.5408022, -0.9173945999999999 51.5409364, -0.9177841 51.5412015)",,,,,,"[(-0.9170648, 51.5405013), (-0.9171171, 51.5407323), (-0.917192, 51.5408022), (-0.9173946, 51.5409364), (-0.9177841, 51.5412015)]"
7324609061,1439652437,0,186922618,,Greys Road,tertiary,30 mph,False,30.519,"LINESTRING (-0.9233422 51.5276018, -0.9235533 51.5273608)",,,,,,"[(-0.9233422, 51.5276018), (-0.9235533, 51.5273608)]"
7324609061,7249056530,0,186922618,,Greys Road,tertiary,30 mph,False,24.675,"LINESTRING (-0.9233422 51.5276018, -0.9232739 51.5276798, -0.9231528 51.5277895)",,,,,,"[(-0.9233422, 51.5276018), (-0.9232739, 51.5276798), (-0.9231528, 51.5277895)]"
7324609061,7324609065,0,784115646,,,service,,False,49.851000000000006,"LINESTRING (-0.9233422 51.5276018, -0.9235018 51.5276771, -0.9237312 51.5278344, -0.9238051 51.5278586, -0.9238985 51.5278707)",,,,private,driveway,"[(-0.9233422, 51.5276018), (-0.9235018, 51.5276771), (-0.9237312, 51.5278344), (-0.9238051, 51.5278586), (-0.9238985, 51.5278707)]"
7324609065,7324609061,0,784115646,,,service,,False,49.851,"LINESTRING (-0.9238985 51.5278707, -0.9238051 51.5278586, -0.9237312 51.5278344, -0.9235018 51.5276771, -0.9233422 51.5276018)",,,,private,driveway,"[(-0.9238985, 51.5278707), (-0.9238051, 51.5278586), (-0.9237312, 51.5278344), (-0.9235018, 51.5276771), (-0.9233422, 51.5276018)]"
7324609066,6911929819,0,738184013,,,service,,False,73.368,"LINESTRING (-0.9218847999999999 51.5252522, -0.9216736 51.5246056)",,,,,,"[(-0.9218848, 51.5252522), (-0.9216736, 51.5246056)]"
7324609066,7324609067,0,784115647,,,service,,False,91.774,"LINESTRING (-0.9218847999999999 51.5252522, -0.9205753 51.5253841)",,,,,,"[(-0.9218848, 51.5252522), (-0.9205753, 51.5253841)]"
7324609066,6911929808,0,738184013,,,service,,False,87.10799999999999,"LINESTRING (-0.9218847999999999 51.5252522, -0.9219111 51.5252763, -0.9219486 51.5253036, -0.9220313 51.5253021, -0.9221189 51.525293, -0.9222236 51.5252461, -0.9223964 51.5251552, -0.92254 51.5250962, -0.9227054 51.525078, -0.9228198 51.5250886, -0.9229749 51.5251349)",,,,,,"[(-0.9218848, 51.5252522), (-0.9219111, 51.5252763), (-0.9219486, 51.5253036), (-0.9220313, 51.5253021), (-0.9221189, 51.525293), (-0.9222236, 51.5252461), (-0.9223964, 51.5251552), (-0.92254, 51.5250962), (-0.9227054, 51.525078), (-0.9228198, 51.5250886), (-0.9229749, 51.5251349)]"
7324609067,7324609066,0,784115647,,,service,,False,91.774,"LINESTRING (-0.9205753 51.5253841, -0.9218847999999999 51.5252522)",,,,,,"[(-0.9205753, 51.5253841), (-0.9218848, 51.5252522)]"
7354965129,15420667,0,36192243,,Mill Lane,unclassified,,False,4.643,"LINESTRING (-0.8878403 51.5292652, -0.8877781 51.5292809)",,,,,,"[(-0.8878403, 51.5292652), (-0.8877781, 51.5292809)]"
7354965129,423748796,0,36192243,,Mill Lane,unclassified,,False,71.341,"LINESTRING (-0.8878403 51.5292652, -0.8887964 51.5290247)",,,,,,"[(-0.8878403, 51.5292652), (-0.8887964, 51.5290247)]"
7354965129,7354965138,0,786591389,,,service,,False,125.268,"LINESTRING (-0.8878403 51.5292652, -0.8877891 51.5292285, -0.8876927999999999 51.5291793, -0.8876411 51.5291417, -0.8873938 51.5288887, -0.8873119 51.5288368, -0.8872132 51.5287315, -0.8869224999999999 51.5284693, -0.8869352 51.5284215, -0.8870644 51.5283742)",,,,,,"[(-0.8878403, 51.5292652), (-0.8877891, 51.5292285), (-0.8876928, 51.5291793), (-0.8876411, 51.5291417), (-0.8873938, 51.5288887), (-0.8873119, 51.5288368), (-0.8872132, 51.5287315), (-0.8869225, 51.5284693), (-0.8869352, 51.5284215), (-0.8870644, 51.5283742)]"
7354965138,7354965129,0,786591389,,,service,,False,125.268,"LINESTRING (-0.8870644 51.5283742, -0.8869352 51.5284215, -0.8869224999999999 51.5284693, -0.8872132 51.5287315, -0.8873119 51.5288368, -0.8873938 51.5288887, -0.8876411 51.5291417, -0.8876927999999999 51.5291793, -0.8877891 51.5292285, -0.8878403 51.5292652)",,,,,,"[(-0.8870644, 51.5283742), (-0.8869352, 51.5284215), (-0.8869225, 51.5284693), (-0.8872132, 51.5287315), (-0.8873119, 51.5288368), (-0.8873938, 51.5288887), (-0.8876411, 51.5291417), (-0.8876928, 51.5291793), (-0.8877891, 51.5292285), (-0.8878403, 51.5292652)]"
7388516996,7205205359,0,790306720,,,service,,False,27.306,"LINESTRING (-0.9044794 51.5452017, -0.904432 51.5452741, -0.9045204 51.5453719, -0.9045373 51.5454261)",,,,,,"[(-0.9044794, 51.5452017), (-0.904432, 51.5452741), (-0.9045204, 51.5453719), (-0.9045373, 51.5454261)]"
7550427718,287591826,0,26258498,,Quebec Road,residential,30 mph,False,51.46,"LINESTRING (-0.8995391 51.5312318, -0.9001639 51.5309806)",,,,,,"[(-0.8995391, 51.5312318), (-0.9001639, 51.5309806)]"
7558302726,8378611064,0,385440319,,Pack and Prime Lane,bridleway,,False,81.38,"LINESTRING (-0.9165226 51.5360436, -0.9163963000000001 51.5360818, -0.9160348 51.536196, -0.9156544 51.5363101, -0.9154707 51.5363713)",,,,,,"[(-0.9165226, 51.5360436), (-0.9163963, 51.5360818), (-0.9160348, 51.536196), (-0.9156544, 51.5363101), (-0.9154707, 51.5363713)]"
7558302726,426933146,0,385440319,,Pack and Prime Lane,bridleway,,False,389.70200000000006,"LINESTRING (-0.9165226 51.5360436, -0.9167102 51.5359867, -0.9167816 51.5359819, -0.9169955 51.5359677, -0.9173665 51.5360533, -0.9176898999999999 51.5361389, -0.9178992 51.5361389, -0.918156 51.5361865, -0.9185079 51.5362721, -0.9189074 51.5363672, -0.9191452 51.5363387, -0.9196208 51.5363482, -0.9200964 51.5363957, -0.9207242 51.5364243, -0.9211332 51.5364338, -0.9215613 51.5364718, -0.9219988 51.5364813)",,,,,,"[(-0.9165226, 51.5360436), (-0.9167102, 51.5359867), (-0.9167816, 51.5359819), (-0.9169955, 51.5359677), (-0.9173665, 51.5360533), (-0.9176899, 51.5361389), (-0.9178992, 51.5361389), (-0.918156, 51.5361865), (-0.9185079, 51.5362721), (-0.9189074, 51.5363672), (-0.9191452, 51.5363387), (-0.9196208, 51.5363482), (-0.9200964, 51.5363957), (-0.9207242, 51.5364243), (-0.9211332, 51.5364338), (-0.9215613, 51.5364718), (-0.9219988, 51.5364813)]"
7558302726,6912302038,0,808290130,,,service,,False,127.434,"LINESTRING (-0.9165226 51.5360436, -0.9165608 51.5359858, -0.9165742 51.5359475, -0.9165179 51.5358724, -0.9161289 51.5355354, -0.9160163 51.5354386, -0.9159330999999999 51.5353752, -0.9158553 51.5353618, -0.9157963 51.5353685, -0.9157642 51.5353986, -0.9157373 51.5354386, -0.9157239 51.5354853, -0.9157105 51.5355354, -0.9156676 51.5356109)",,,,,,"[(-0.9165226, 51.5360436), (-0.9165608, 51.5359858), (-0.9165742, 51.5359475), (-0.9165179, 51.5358724), (-0.9161289, 51.5355354), (-0.9160163, 51.5354386), (-0.9159331, 51.5353752), (-0.9158553, 51.5353618), (-0.9157963, 51.5353685), (-0.9157642, 51.5353986), (-0.9157373, 51.5354386), (-0.9157239, 51.5354853), (-0.9157105, 51.5355354), (-0.9156676, 51.5356109)]"
7643646105,7643646106,0,818473350,,,service,,False,5.652,"LINESTRING (-0.9219868 51.5515906, -0.9219422 51.5516332)",,,,,,"[(-0.9219868, 51.5515906), (-0.9219422, 51.5516332)]"
7643646105,672431933,0,35877728,A4130,Fairmile,primary,60 mph,False,223.933,"LINESTRING (-0.9219868 51.5515906, -0.9235437 51.5526977, -0.9240002 51.5530175, -0.924123 51.5531043)",,,,,,"[(-0.9219868, 51.5515906), (-0.9235437, 51.5526977), (-0.9240002, 51.5530175), (-0.924123, 51.5531043)]"
7643646105,6913204136,0,35877728,A4130,Fairmile,primary,60 mph,False,132.832,"LINESTRING (-0.9219868 51.5515906, -0.9215028 51.5512464, -0.9207195 51.5506928)",,,,,,"[(-0.9219868, 51.5515906), (-0.9215028, 51.5512464), (-0.9207195, 51.5506928)]"
7643646106,7643646105,0,818473350,,,service,,False,5.652,"LINESTRING (-0.9219422 51.5516332, -0.9219868 51.5515906)",,,,,,"[(-0.9219422, 51.5516332), (-0.9219868, 51.5515906)]"
7643646106,6913204137,0,83657196,,,cycleway,,False,134.49099999999999,"LINESTRING (-0.9219422 51.5516332, -0.9214388999999999 51.5512764, -0.9206574 51.5507251)",,,,,,"[(-0.9219422, 51.5516332), (-0.9214389, 51.5512764), (-0.9206574, 51.5507251)]"
7643646106,7643646116,0,818473350,,,service,,False,67.16,"LINESTRING (-0.9219422 51.5516332, -0.9219244 51.551683, -0.9219086 51.5517475, -0.9219209 51.5517926, -0.9219776 51.5518488, -0.9220429999999999 51.5519115, -0.9220678 51.5519566, -0.9220767 51.5520193, -0.9221298999999999 51.5520677, -0.9222025 51.5521084, -0.9223051 51.5521393)",,,,,,"[(-0.9219422, 51.5516332), (-0.9219244, 51.551683), (-0.9219086, 51.5517475), (-0.9219209, 51.5517926), (-0.9219776, 51.5518488), (-0.922043, 51.5519115), (-0.9220678, 51.5519566), (-0.9220767, 51.5520193), (-0.9221299, 51.5520677), (-0.9222025, 51.5521084), (-0.9223051, 51.5521393)]"
7643646116,7643646106,0,818473350,,,service,,False,67.16,"LINESTRING (-0.9223051 51.5521393, -0.9222025 51.5521084, -0.9221298999999999 51.5520677, -0.9220767 51.5520193, -0.9220678 51.5519566, -0.9220429999999999 51.5519115, -0.9219776 51.5518488, -0.9219209 51.5517926, -0.9219086 51.5517475, -0.9219244 51.551683, -0.9219422 51.5516332)",,,,,,"[(-0.9223051, 51.5521393), (-0.9222025, 51.5521084), (-0.9221299, 51.5520677), (-0.9220767, 51.5520193), (-0.9220678, 51.5519566), (-0.922043, 51.5519115), (-0.9219776, 51.5518488), (-0.9219209, 51.5517926), (-0.9219086, 51.5517475), (-0.9219244, 51.551683), (-0.9219422, 51.5516332)]"
7738385111,2055908741,0,186922624,,Gravel Hill,tertiary,30 mph,False,46.135,"LINESTRING (-0.9094609 51.5371127, -0.9101248 51.5371529)",,,,,,"[(-0.9094609, 51.5371127), (-0.9101248, 51.5371529)]"
7738385111,7738385112,0,828990050,,,footway,,False,65.632,"LINESTRING (-0.9094609 51.5371127, -0.9095115 51.5365233)",,,,,,"[(-0.9094609, 51.5371127), (-0.9095115, 51.5365233)]"
7738385111,3309232581,0,186922624,,Gravel Hill,tertiary,30 mph,False,70.825,"LINESTRING (-0.9094609 51.5371127, -0.9094171 51.53711, -0.9086406 51.5370411, -0.9084501 51.5370134)",,,,,,"[(-0.9094609, 51.5371127), (-0.9094171, 51.53711), (-0.9086406, 51.5370411), (-0.9084501, 51.5370134)]"
7738385112,292874605,0,26704902,,Milton Close,residential,,False,6.592,"LINESTRING (-0.9095115 51.5365233, -0.9096067 51.5365262)",,,,,,"[(-0.9095115, 51.5365233), (-0.9096067, 51.5365262)]"
7738385112,7738385111,0,828990050,,,footway,,False,65.632,"LINESTRING (-0.9095115 51.5365233, -0.9094609 51.5371127)",,,,,,"[(-0.9095115, 51.5365233), (-0.9094609, 51.5371127)]"
7738385112,292874544,0,26704902,,Milton Close,residential,,False,32.355000000000004,"LINESTRING (-0.9095115 51.5365233, -0.909429 51.5365223, -0.9093744 51.5365384, -0.9093447 51.5365838, -0.9093453 51.5366567, -0.9093502999999999 51.5367368)",,,,,,"[(-0.9095115, 51.5365233), (-0.909429, 51.5365223), (-0.9093744, 51.5365384), (-0.9093447, 51.5365838), (-0.9093453, 51.5366567), (-0.9093503, 51.5367368)]"
7755568608,8378973012,0,83658023,,Parkside,residential,,False,0.913,"LINESTRING (-0.9144468 51.5372656, -0.9144427000000001 51.5372734)",,,,,,"[(-0.9144468, 51.5372656), (-0.9144427, 51.5372734)]"
7755568608,8378611063,0,902011795,,,footway,,False,27.617,"LINESTRING (-0.9144468 51.5372656, -0.914137 51.5371089)",,,,,,"[(-0.9144468, 51.5372656), (-0.914137, 51.5371089)]"
7755568608,7755568610,0,83658023,,Parkside,residential,,False,66.432,"LINESTRING (-0.9144468 51.5372656, -0.9145699 51.5371896, -0.9147365 51.537151, -0.9149569 51.5371159, -0.9152122 51.5370748, -0.9153152 51.5370389)",,,,,,"[(-0.9144468, 51.5372656), (-0.9145699, 51.5371896), (-0.9147365, 51.537151), (-0.9149569, 51.5371159), (-0.9152122, 51.5370748), (-0.9153152, 51.5370389)]"
7755568610,8378996233,0,83658023,,Parkside,residential,,False,2.739,"LINESTRING (-0.9153152 51.5370389, -0.9153461000000001 51.5370235)",,,,,,"[(-0.9153152, 51.5370389), (-0.9153461, 51.5370235)]"
7755568610,7755568608,0,83658023,,Parkside,residential,,False,66.432,"LINESTRING (-0.9153152 51.5370389, -0.9152122 51.5370748, -0.9149569 51.5371159, -0.9147365 51.537151, -0.9145699 51.5371896, -0.9144468 51.5372656)",,,,,,"[(-0.9153152, 51.5370389), (-0.9152122, 51.5370748), (-0.9149569, 51.5371159), (-0.9147365, 51.537151), (-0.9145699, 51.5371896), (-0.9144468, 51.5372656)]"
7755568610,8378996236,0,902056563,,,service,,False,22.498000000000005,"LINESTRING (-0.9153152 51.5370389, -0.9151843 51.536999, -0.9150776 51.5370062, -0.9150114 51.5370241)",,,,,driveway,"[(-0.9153152, 51.5370389), (-0.9151843, 51.536999), (-0.9150776, 51.5370062), (-0.9150114, 51.5370241)]"
7755568612,8378996233,0,83658023,,Parkside,residential,,False,14.567999999999998,"LINESTRING (-0.9154888 51.5369279, -0.9154345 51.5369716, -0.9153829 51.5370053, -0.9153461000000001 51.5370235)",,,,,,"[(-0.9154888, 51.5369279), (-0.9154345, 51.5369716), (-0.9153829, 51.5370053), (-0.9153461, 51.5370235)]"
7755568612,8378996233,1,902056562,,,service,,False,41.96,"LINESTRING (-0.9154888 51.5369279, -0.9155964 51.5369596, -0.9156483 51.5369918, -0.9156396 51.5370384, -0.9155791 51.5370743, -0.9155099 51.5370743, -0.9154148 51.5370564, -0.9153461000000001 51.5370235)",,,,,driveway,"[(-0.9154888, 51.5369279), (-0.9155964, 51.5369596), (-0.9156483, 51.5369918), (-0.9156396, 51.5370384), (-0.9155791, 51.5370743), (-0.9155099, 51.5370743), (-0.9154148, 51.5370564), (-0.9153461, 51.5370235)]"
7755568612,974164355,0,83658023,,Parkside,residential,,False,26.823,"LINESTRING (-0.9154888 51.5369279, -0.9155387 51.5368775, -0.9156502 51.5367092)",,,,,,"[(-0.9154888, 51.5369279), (-0.9155387, 51.5368775), (-0.9156502, 51.5367092)]"
7755568619,8378611064,0,902011796,,,footway,,False,26.25,"LINESTRING (-0.9156499 51.5365794, -0.9154707 51.5363713)",,,,,,"[(-0.9156499, 51.5365794), (-0.9154707, 51.5363713)]"
7755568619,974164348,0,83658020,,Parkside,residential,,False,14.154,"LINESTRING (-0.9156499 51.5365794, -0.9156878000000001 51.5365693, -0.9157288 51.5365674, -0.9157686 51.536574, -0.9158023 51.5365881, -0.9158269 51.5366081)",,,,,,"[(-0.9156499, 51.5365794), (-0.9156878, 51.5365693), (-0.9157288, 51.5365674), (-0.9157686, 51.536574), (-0.9158023, 51.5365881), (-0.9158269, 51.5366081)]"
7755568619,974164355,0,83658020,,Parkside,residential,,False,17.072000000000003,"LINESTRING (-0.9156499 51.5365794, -0.9156195 51.5365966, -0.9155998 51.5366191, -0.9155931 51.5366443, -0.9155999 51.5366696, -0.9156197 51.536692, -0.9156502 51.5367092)",,,,,,"[(-0.9156499, 51.5365794), (-0.9156195, 51.5365966), (-0.9155998, 51.5366191), (-0.9155931, 51.5366443), (-0.9155999, 51.5366696), (-0.9156197, 51.536692), (-0.9156502, 51.5367092)]"
7755568627,974164350,0,830628065,,,service,,False,37.917,"LINESTRING (-0.9161237 51.5365357, -0.9161178 51.5366598, -0.9160968 51.5366908, -0.9160354000000001 51.5367159, -0.91597 51.536713, -0.9158908 51.5366858, -0.9158262 51.5366812)",,,,,driveway,"[(-0.9161237, 51.5365357), (-0.9161178, 51.5366598), (-0.9160968, 51.5366908), (-0.9160354, 51.5367159), (-0.91597, 51.536713), (-0.9158908, 51.5366858), (-0.9158262, 51.5366812)]"
7755568627,7755568637,0,"[902056560, 830628064]",,,service,,False,49.736999999999995,"LINESTRING (-0.9161237 51.5365357, -0.9161635 51.5365313, -0.9162064 51.536519, -0.9162399 51.5365121, -0.9163428 51.5364857, -0.9164892 51.5364426, -0.9165696 51.5364064, -0.9165931 51.5363904, -0.9166166 51.5363654, -0.9166412 51.5363244, -0.9166479 51.5362799)",,,,,driveway,"[(-0.9161237, 51.5365357), (-0.9161635, 51.5365313), (-0.9162064, 51.536519), (-0.9162399, 51.5365121), (-0.9163428, 51.5364857), (-0.9164892, 51.5364426), (-0.9165696, 51.5364064), (-0.9165931, 51.5363904), (-0.9166166, 51.5363654), (-0.9166412, 51.5363244), (-0.9166479, 51.5362799)]"
7755568627,974164348,0,902056560,,,service,,False,22.176000000000002,"LINESTRING (-0.9161237 51.5365357, -0.9160767 51.5365434, -0.9159605 51.5365642, -0.9158269 51.5366081)",,,,,driveway,"[(-0.9161237, 51.5365357), (-0.9160767, 51.5365434), (-0.9159605, 51.5365642), (-0.9158269, 51.5366081)]"
7755568637,7755568627,0,"[830628064, 902056560]",,,service,,False,49.737,"LINESTRING (-0.9166479 51.5362799, -0.9166412 51.5363244, -0.9166166 51.5363654, -0.9165931 51.5363904, -0.9165696 51.5364064, -0.9164892 51.5364426, -0.9163428 51.5364857, -0.9162399 51.5365121, -0.9162064 51.536519, -0.9161635 51.5365313, -0.9161237 51.5365357)",,,,,driveway,"[(-0.9166479, 51.5362799), (-0.9166412, 51.5363244), (-0.9166166, 51.5363654), (-0.9165931, 51.5363904), (-0.9165696, 51.5364064), (-0.9164892, 51.5364426), (-0.9163428, 51.5364857), (-0.9162399, 51.5365121), (-0.9162064, 51.536519), (-0.9161635, 51.5365313), (-0.9161237, 51.5365357)]"
7797181007,6912302038,0,"[26623820, 738217334]",,Paradise Road,"['residential', 'service']",,False,177.528,"LINESTRING (-0.9138296 51.5351861, -0.914029 51.5351694, -0.9141864 51.5351786, -0.9143479 51.5352573, -0.91445 51.535364, -0.9144587 51.5354502, -0.9144679 51.5355027, -0.914489 51.5355567, -0.9145127 51.5355723, -0.9146009 51.5356149, -0.9152692 51.5358423, -0.9153098 51.5358478, -0.9153545 51.5358471, -0.9153918 51.5358338, -0.9154215999999999 51.5358128, -0.9155995 51.5356683, -0.9156676 51.5356109)",,,,,,"[(-0.9138296, 51.5351861), (-0.914029, 51.5351694), (-0.9141864, 51.5351786), (-0.9143479, 51.5352573), (-0.91445, 51.535364), (-0.9144587, 51.5354502), (-0.9144679, 51.5355027), (-0.914489, 51.5355567), (-0.9145127, 51.5355723), (-0.9146009, 51.5356149), (-0.9152692, 51.5358423), (-0.9153098, 51.5358478), (-0.9153545, 51.5358471), (-0.9153918, 51.5358338), (-0.9154216, 51.5358128), (-0.9155995, 51.5356683), (-0.9156676, 51.5356109)]"
7797181007,1814947918,0,26623820,,Paradise Road,residential,,False,103.56000000000002,"LINESTRING (-0.9138296 51.5351861, -0.9137123 51.5351959, -0.9124911 51.5353591, -0.9123719 51.5353911)",,,,,,"[(-0.9138296, 51.5351861), (-0.9137123, 51.5351959), (-0.9124911, 51.5353591), (-0.9123719, 51.5353911)]"
7797181007,4011679809,0,835336550,,,footway,,False,88.077,"LINESTRING (-0.9138296 51.5351861, -0.9138467 51.53511, -0.9138628 51.5349965, -0.9138601 51.5348564, -0.9138789 51.5347162, -0.9139594 51.5345678, -0.9140719 51.5344196)",,,,,,"[(-0.9138296, 51.5351861), (-0.9138467, 51.53511), (-0.9138628, 51.5349965), (-0.9138601, 51.5348564), (-0.9138789, 51.5347162), (-0.9139594, 51.5345678), (-0.9140719, 51.5344196)]"
7803535616,7947513186,0,26704989,,Pack and Prime Lane,residential,,False,33.730000000000004,"LINESTRING (-0.9144226 51.5369204, -0.914641 51.5367795, -0.9147727 51.5367097)",,,,,,"[(-0.9144226, 51.5369204), (-0.914641, 51.5367795), (-0.9147727, 51.5367097)]"
7803535616,8378611063,0,26704989,,Pack and Prime Lane,residential,,False,28.812,"LINESTRING (-0.9144226 51.5369204, -0.9141775 51.5370785, -0.914137 51.5371089)",,,,,,"[(-0.9144226, 51.5369204), (-0.9141775, 51.5370785), (-0.914137, 51.5371089)]"
7803535616,7803535618,0,836061047,,,service,,False,46.858,"LINESTRING (-0.9144226 51.5369204, -0.9141767 51.5368165, -0.9143699 51.5366128)",,,,,,"[(-0.9144226, 51.5369204), (-0.9141767, 51.5368165), (-0.9143699, 51.5366128)]"
7803535618,7803535616,0,836061047,,,service,,False,46.858,"LINESTRING (-0.9143699 51.5366128, -0.9141767 51.5368165, -0.9144226 51.5369204)",,,,,,"[(-0.9143699, 51.5366128), (-0.9141767, 51.5368165), (-0.9144226, 51.5369204)]"
7841982810,7841982818,0,767434564,,,residential,,False,55.714,"LINESTRING (-0.8966142 51.5315713, -0.8961315 51.5311702)",,,,,,"[(-0.8966142, 51.5315713), (-0.8961315, 51.5311702)]"
