osmid,y,x,street_count,highway,geometry
287951049,51.5348148,-0.9102203,1,,POINT (-0.9102203 51.5348148)
287951051,51.5351215,-0.9090941,3,,POINT (-0.9090941 51.5351215)
287951052,51.5351243,-0.9089808,1,,POINT (-0.9089808 51.5351243)
287951053,51.5350883,-0.9091518,1,,POINT (-0.9091518 51.5350883)
287954893,51.5291738,-0.9048274,3,,POINT (-0.9048273999999999 51.5291738)
287954896,51.5281323,-0.9056232,3,,POINT (-0.9056232 51.5281323)
287954897,51.52641,-0.9048091,3,,POINT (-0.9048091 51.52641)
287954898,51.5288039,-0.9052158,3,,POINT (-0.9052158 51.5288039)
287954900,51.5290306,-0.9061545,1,,POINT (-0.9061545 51.5290306)
287960969,51.5259551,-0.9069534,3,,POINT (-0.9069534 51.5259551)
287962598,51.5272778,-0.9009381,3,,POINT (-0.9009381 51.5272778)
287964982,51.52954,-0.9012083,3,,POINT (-0.9012083 51.52954)
292014428,51.5364843,-0.9126763,3,,POINT (-0.9126763 51.5364843)
292014430,51.5374033,-0.9122911,3,,POINT (-0.9122911 51.5374033)
292014639,51.5368003,-0.9126688,3,,POINT (-0.9126687999999999 51.5368003)
292014685,51.5375163,-0.9128987,1,,POINT (-0.9128987 51.5375163)
292014688,51.5366545,-0.912907,3,,POINT (-0.912907 51.5366545)
292014827,51.5365581,-0.9111723,3,,POINT (-0.9111723 51.5365581)
292015137,51.5365232,-0.9116199,3,,POINT (-0.9116199 51.5365232)
292015145,51.5368751,-0.9116064,1,,POINT (-0.9116064 51.5368751)
292015333,51.5364531,-0.911087,3,,POINT (-0.911087 51.5364531)
292015416,51.5357085,-0.9142103,3,,POINT (-0.9142103 51.5357085)
292015418,51.5355025,-0.9134941,3,,POINT (-0.9134941 51.5355025)
292016348,51.5355297,-0.9121583,3,,POINT (-0.9121583 51.5355297)
292026106,51.5373125,-0.9106978,3,,POINT (-0.9106978 51.5373125)
292874534,51.5363585,-0.9109251,3,,POINT (-0.9109251 51.5363585)
292874544,51.5367368,-0.9093503,1,,POINT (-0.9093502999999999 51.5367368)
292874587,51.53654,-0.9101979,3,,POINT (-0.9101979 51.53654)
292874605,51.5365262,-0.9096067,3,,POINT (-0.9096067 51.5365262)
292875584,51.5265009,-0.8935784,3,,POINT (-0.8935784 51.5265009)
292876251,51.5379129,-0.9130674,3,,POINT (-0.9130674 51.5379129)
292903484,51.538865,-0.9070107,3,,POINT (-0.9070106999999999 51.538865)
292903527,51.538815,-0.9081316,2,,POINT (-0.9081316 51.538815)
292903577,51.5395166,-0.9071886,3,,POINT (-0.9071886 51.5395166)
292903632,51.5394505,-0.9080912,2,,POINT (-0.9080912 51.5394505)
292904205,51.5382845,-0.9076933,1,,POINT (-0.9076933 51.5382845)
292904313,51.5382866,-0.9068563,3,,POINT (-0.9068562999999999 51.5382866)
292905335,51.5365681,-0.9099556,3,,POINT (-0.9099556 51.5365681)
292905389,51.5369173,-0.9102948,1,,POINT (-0.9102948 51.5369173)
364448732,51.5318292,-0.9080066,1,,POINT (-0.9080066 51.5318292)
373555734,51.5375558,-0.901072,3,,POINT (-0.901072 51.5375558)
390829048,51.5390955,-0.9059915,4,crossing,POINT (-0.9059914999999999 51.5390955)
390829204,51.5397025,-0.9066621,3,,POINT (-0.9066621 51.5397025)
390829205,51.5395077,-0.9061926,3,,POINT (-0.9061926 51.5395077)
390829207,51.5382873,-0.9063221,3,,POINT (-0.9063221 51.5382873)
409189341,51.5283424,-0.9187092,3,,POINT (-0.9187092 51.5283424)
409189342,51.5275739,-0.9187104,3,,POINT (-0.9187104 51.5275739)
409189343,51.5275649,-0.9181822,3,,POINT (-0.9181821999999999 51.5275649)
409189344,51.5275302,-0.9181818,1,,POINT (-0.9181818 51.5275302)
409189345,51.5275762,-0.9192393,3,,POINT (-0.9192393 51.5275762)
409189346,51.5276029,-0.9192382,1,,POINT (-0.9192382 51.5276029)
409189347,51.5275485,-0.9192403,1,,POINT (-0.9192403 51.5275485)
409189348,51.5275972,-0.9181822,1,,POINT (-0.9181821999999999 51.5275972)
409189356,51.5275251,-0.9212188,3,,POINT (-0.9212188 51.5275251)
409189359,51.5268476,-0.9207967,3,,POINT (-0.9207967 51.5268476)
409189362,51.527539,-0.9202032,3,,POINT (-0.9202032 51.527539)
409189363,51.5276309,-0.9201988,1,,POINT (-0.9201988 51.5276309)
409189364,51.5275022,-0.9202025,1,,POINT (-0.9202025 51.5275022)
411276660,51.5267068,-0.9214951,3,,POINT (-0.9214951 51.5267068)
411276661,51.5266508,-0.9214736,1,,POINT (-0.9214736 51.5266508)
411276662,51.5267556,-0.9215119,1,,POINT (-0.9215119000000001 51.5267556)
411276663,51.5266764,-0.9214838,3,,POINT (-0.9214838 51.5266764)
411276665,51.5263351,-0.9221257,3,,POINT (-0.9221257 51.5263351)
411276666,51.5263074,-0.9222218,4,,POINT (-0.9222218 51.5263074)
411276670,51.5256937,-0.9233759,3,,POINT (-0.9233759 51.5256937)
411276674,51.5284674,-0.9222775,3,,POINT (-0.9222775 51.5284674)
411283593,51.5293674,-0.9198422,3,,POINT (-0.9198422000000001 51.5293674)
411283595,51.5296658,-0.9195324,1,,POINT (-0.9195324 51.5296658)
411283596,51.5292608,-0.9176613,3,,POINT (-0.9176613 51.5292608)
411283597,51.5296587,-0.917557,3,,POINT (-0.917557 51.5296587)
411283600,51.5300964,-0.9182098,3,,POINT (-0.9182098 51.5300964)
411283601,51.5302673,-0.9182938,1,,POINT (-0.9182938 51.5302673)
411283604,51.5297265,-0.9185038,1,,POINT (-0.9185038 51.5297265)
411283607,51.5300509,-0.9183661,1,,POINT (-0.9183661 51.5300509)
411285446,51.5277163,-0.9138352,3,,POINT (-0.9138352 51.5277163)
411285448,51.52847,-0.9140204,3,,POINT (-0.9140204 51.52847)
411285451,51.5284809,-0.9152021,1,,POINT (-0.9152021 51.5284809)
411285454,51.5285894,-0.9136618,3,,POINT (-0.9136618 51.5285894)
411285455,51.5286501,-0.913628,1,,POINT (-0.913628 51.5286501)
411285456,51.5285199,-0.9136182,1,,POINT (-0.9136182 51.5285199)
411288900,51.5263012,-0.9109076,3,,POINT (-0.9109076 51.5263012)
411288904,51.5271749,-0.9107387,3,,POINT (-0.9107387 51.5271749)
411288907,51.5278858,-0.9111518,3,,POINT (-0.9111518 51.5278858)
411288911,51.5259045,-0.9102157,3,,POINT (-0.9102157 51.5259045)
411288912,51.5259973,-0.9102291,1,,POINT (-0.9102291 51.5259973)
411288914,51.5258684,-0.9102121,1,,POINT (-0.9102121 51.5258684)
411318118,51.5266442,-0.9124944,3,,POINT (-0.9124944 51.5266442)
411318119,51.528333,-0.9098804,3,,POINT (-0.9098804 51.528333)
411318120,51.528988,-0.9108723,3,,POINT (-0.9108723 51.528988)
411318122,51.5298089,-0.9118487,3,,POINT (-0.9118487 51.5298089)
411318123,51.5313039,-0.9123726,3,,POINT (-0.9123726 51.5313039)
411318124,51.5315154,-0.9113674,4,,POINT (-0.9113674 51.5315154)
411318125,51.5323762,-0.9117777,3,,POINT (-0.9117777 51.5323762)
411318126,51.5323471,-0.9118963,1,,POINT (-0.9118963 51.5323471)
411318127,51.5323844,-0.9117442,1,,POINT (-0.9117442 51.5323844)
411318131,51.5300213,-0.9126605,3,,POINT (-0.9126605 51.5300213)
411318132,51.5296758,-0.9124918,3,,POINT (-0.9124918 51.5296758)
411318136,51.5304451,-0.9131243,3,,POINT (-0.9131243 51.5304451)
411318137,51.5307897,-0.9133222,1,,POINT (-0.9133222 51.5307897)
411318138,51.5307081,-0.9132764,3,,POINT (-0.9132764 51.5307081)
411318144,51.5317164,-0.9125378,3,,POINT (-0.9125378 51.5317164)
411318145,51.5321549,-0.9127401,1,,POINT (-0.9127401000000001 51.5321549)
411318147,51.5301343,-0.9147632,3,,POINT (-0.9147632 51.5301343)
411318148,51.5300402,-0.9147179,1,,POINT (-0.9147179 51.5300402)
411318149,51.530239,-0.9148136,1,,POINT (-0.9148136 51.530239)
411318150,51.5302292,-0.9142629,3,,POINT (-0.9142629 51.5302292)
411318158,51.5315288,-0.9134104,4,,POINT (-0.9134104 51.5315288)
411318160,51.5319788,-0.9136266,1,,POINT (-0.9136266 51.5319788)
411318161,51.5313553,-0.9133236,1,,POINT (-0.9133236 51.5313553)
411322488,51.5319002,-0.9102036,3,,POINT (-0.9102036 51.5319002)
411322490,51.5314009,-0.9093574,3,,POINT (-0.9093574 51.5314009)
411322502,51.5311844,-0.9097191,3,,POINT (-0.9097191 51.5311844)
411322509,51.5311703,-0.9099805,3,,POINT (-0.9099805 51.5311703)
411322514,51.5308057,-0.9102092,1,,POINT (-0.9102092000000001 51.5308057)
411322516,51.5308881,-0.910181,4,,POINT (-0.910181 51.5308881)
411322518,51.5308699,-0.9100676,1,,POINT (-0.9100676 51.5308699)
411322523,51.5308809,-0.9106756,3,,POINT (-0.9106756 51.5308809)
411322531,51.5316695,-0.9101668,3,,POINT (-0.9101668000000001 51.5316695)
411322536,51.5318318,-0.9102455,3,,POINT (-0.9102455 51.5318318)
415417927,51.5260256,-0.9327312,3,,POINT (-0.9327312 51.5260256)
415556921,51.5298129,-0.9271968,3,,POINT (-0.9271968 51.5298129)
415904975,51.5295662,-0.92688,3,,POINT (-0.92688 51.5295662)
415904984,51.5304143,-0.9268257,3,,POINT (-0.9268257 51.5304143)
415904985,51.5309286,-0.9264269,3,,POINT (-0.9264269000000001 51.5309286)
415904988,51.5312826,-0.9261294,3,,POINT (-0.9261294 51.5312826)
415904990,51.5314437,-0.9260525,1,,POINT (-0.9260524999999999 51.5314437)
415904999,51.5300666,-0.9236005,3,,POINT (-0.9236005 51.5300666)
415905001,51.529912,-0.9231978,3,,POINT (-0.9231978 51.529912)
415905009,51.5288741,-0.9215529,3,,POINT (-0.9215529 51.5288741)
415905040,51.5281748,-0.9271443,3,,POINT (-0.9271443 51.5281748)
415905049,51.5305401,-0.9229344,3,,POINT (-0.9229344 51.5305401)
415905050,51.5306751,-0.9227282,1,,POINT (-0.9227282 51.5306751)
415905052,51.5304885,-0.9228389,1,,POINT (-0.9228389 51.5304885)
415905056,51.5306937,-0.9278955,3,,POINT (-0.9278955 51.5306937)
415905058,51.5309802,-0.9277719,3,,POINT (-0.9277719 51.5309802)
415905060,51.5309663,-0.9277013,1,,POINT (-0.9277013 51.5309663)
415905061,51.5309904,-0.9278236,1,,POINT (-0.9278236 51.5309904)
415905062,51.5303663,-0.9280905,3,,POINT (-0.9280905 51.5303663)
415905064,51.5303598,-0.9280317,1,,POINT (-0.9280317 51.5303598)
415905065,51.5303725,-0.9281457,1,,POINT (-0.9281457 51.5303725)
415905078,51.5318481,-0.9275833,3,,POINT (-0.9275833 51.5318481)
415905079,51.5319185,-0.9275369,1,,POINT (-0.9275369 51.5319185)
415905081,51.5317802,-0.927628,1,,POINT (-0.927628 51.5317802)
415913688,51.5292848,-0.9149169,3,,POINT (-0.9149169 51.5292848)
415913693,51.5296275,-0.9153481,3,,POINT (-0.9153481 51.5296275)
415913695,51.5297121,-0.9154148,3,,POINT (-0.9154148 51.5297121)
415913696,51.5297282,-0.9153219,1,,POINT (-0.9153219 51.5297282)
415913697,51.5296084,-0.9157259,3,,POINT (-0.9157259 51.5296084)
415913698,51.5292628,-0.9157235,3,,POINT (-0.9157235 51.5292628)
415917764,51.530533,-0.9168287,3,,POINT (-0.9168287000000001 51.530533)
415917768,51.5308535,-0.9168302,3,,POINT (-0.9168302 51.5308535)
415917771,51.530967,-0.9163467,3,,POINT (-0.9163467 51.530967)
415917776,51.5307112,-0.9152725,3,,POINT (-0.9152725 51.5307112)
415917777,51.5306629,-0.9152521,1,,POINT (-0.9152521 51.5306629)
415917778,51.5307631,-0.9152943,1,,POINT (-0.9152943 51.5307631)
415917781,51.5311937,-0.9156749,1,,POINT (-0.9156749 51.5311937)
415917782,51.5311521,-0.9159547,3,,POINT (-0.9159547 51.5311521)
415917783,51.5311048,-0.9159142,1,,POINT (-0.9159142 51.5311048)
415917786,51.531316,-0.9175108,3,,POINT (-0.9175108 51.531316)
415917791,51.531321,-0.9178875,1,,POINT (-0.9178875 51.531321)
415917794,51.5314638,-0.9172605,1,,POINT (-0.9172605 51.5314638)
415917799,51.5308354,-0.9174765,1,,POINT (-0.9174765 51.5308354)
415917800,51.530766,-0.9174212,3,,POINT (-0.9174212 51.530766)
415917802,51.5307459,-0.9175265,1,,POINT (-0.9175265 51.5307459)
415920055,51.5292628,-0.9167787,3,,POINT (-0.9167786999999999 51.5292628)
415920056,51.5291996,-0.9168841,3,,POINT (-0.9168841 51.5291996)
415920057,51.5292623,-0.9169869,3,,POINT (-0.9169869 51.5292623)
415920058,51.529315,-0.9168795,3,,POINT (-0.9168795 51.529315)
418044180,51.5276464,-0.9007399,3,,POINT (-0.9007399 51.5276464)
418044186,51.5278779,-0.899723,3,,POINT (-0.8997230000000001 51.5278779)
418044187,51.5291204,-0.8974829,4,,POINT (-0.8974829 51.5291204)
418044211,51.5277618,-0.8962761,3,,POINT (-0.8962761 51.5277618)
418044213,51.5278046,-0.8960426,3,,POINT (-0.8960426 51.5278046)
418044217,51.5275782,-0.8972935,3,,POINT (-0.8972935 51.5275782)
418044221,51.5290174,-0.8976666,3,,POINT (-0.8976666 51.5290174)
418044222,51.5287981,-0.8944987,3,,POINT (-0.8944987 51.5287981)
418044223,51.5280984,-0.8963087,3,mini_roundabout,POINT (-0.8963087 51.5280984)
418044225,51.5300539,-0.8959769,3,,POINT (-0.8959769 51.5300539)
418044227,51.5302425,-0.8949099,1,,POINT (-0.8949099 51.5302425)
418044228,51.5298841,-0.8957296,3,,POINT (-0.8957296 51.5298841)
418044229,51.5285156,-0.8941995,3,,POINT (-0.8941995 51.5285156)
418044232,51.5289195,-0.8958466,1,,POINT (-0.8958466 51.5289195)
418044235,51.5288757,-0.8971904,3,,POINT (-0.8971904000000001 51.5288757)
418044237,51.5296268,-0.8964538,1,,POINT (-0.8964538 51.5296268)
418044241,51.5295613,-0.8981308,3,,POINT (-0.8981308 51.5295613)
418044256,51.5281536,-0.9005169,3,,POINT (-0.9005169 51.5281536)
418044259,51.5296507,-0.8982552,3,,POINT (-0.8982552 51.5296507)
418044264,51.5335568,-0.9012594,1,,POINT (-0.9012594 51.5335568)
418044280,51.5355939,-0.9018795,3,,POINT (-0.9018794999999999 51.5355939)
418044281,51.5354995,-0.9018406,1,,POINT (-0.9018406 51.5354995)
418044282,51.5356489,-0.9015658,1,,POINT (-0.9015658 51.5356489)
418044284,51.5343444,-0.9007168,3,,POINT (-0.9007168 51.5343444)
418044285,51.5347101,-0.9011643,3,,POINT (-0.9011643 51.5347101)
418044299,51.5351472,-0.9005064,3,,POINT (-0.9005064 51.5351472)
418044305,51.5345989,-0.9012816,4,,POINT (-0.9012816 51.5345989)
418044307,51.5342364,-0.9005463,4,,POINT (-0.9005463 51.5342364)
418044309,51.5341214,-0.9003765,3,,POINT (-0.9003765 51.5341214)
418044313,51.5322966,-0.8974087,3,,POINT (-0.8974086999999999 51.5322966)
418044326,51.5340204,-0.9005144,3,,POINT (-0.9005144 51.5340204)
418044331,51.5344891,-0.8996674,3,,POINT (-0.8996674 51.5344891)
418044335,51.5339769,-0.9001415,3,,POINT (-0.9001415 51.5339769)
418044339,51.5333402,-0.899079,3,,POINT (-0.899079 51.5333402)
418044340,51.5330352,-0.8985687,3,,POINT (-0.8985687 51.5330352)
418169440,51.5352453,-0.9003601,3,,POINT (-0.9003601 51.5352453)
418169444,51.5346061,-0.8997349,3,,POINT (-0.8997349 51.5346061)
418169445,51.5344319,-0.8996333,3,,POINT (-0.8996333 51.5344319)
418169446,51.5342595,-0.8994433,4,,POINT (-0.8994432999999999 51.5342595)
418169451,51.5339749,-0.8990925,3,,POINT (-0.8990925 51.5339749)
418169459,51.5325611,-0.8959854,3,,POINT (-0.8959854 51.5325611)
418169468,51.5342659,-0.8993634,3,,POINT (-0.8993634 51.5342659)
418169470,51.5340692,-0.8990774,3,,POINT (-0.8990774 51.5340692)
418169471,51.5342688,-0.8978195,3,,POINT (-0.8978195 51.5342688)
418169473,51.53371,-0.8986811,3,,POINT (-0.8986811 51.53371)
418169474,51.5339347,-0.8982992,3,,POINT (-0.8982992 51.5339347)
418169475,51.534229,-0.8988522,4,,POINT (-0.8988522 51.534229)
418169478,51.5347926,-0.8985822,3,,POINT (-0.8985822 51.5347926)
418169485,51.5320894,-0.8956821,3,,POINT (-0.8956821 51.5320894)
418169517,51.5351533,-0.8999529,1,,POINT (-0.8999528999999999 51.5351533)
419321754,51.5440277,-0.9103715,3,,POINT (-0.9103715 51.5440277)
419321758,51.5444304,-0.9113542,3,,POINT (-0.9113542 51.5444304)
419321762,51.5440055,-0.91169,3,,POINT (-0.91169 51.5440055)
419321780,51.5438495,-0.9118247,3,,POINT (-0.9118247 51.5438495)
419321789,51.5427846,-0.912021,3,,POINT (-0.912021 51.5427846)
419321794,51.5430311,-0.9116576,3,,POINT (-0.9116576 51.5430311)
419321800,51.5444009,-0.9112866,3,,POINT (-0.9112865999999999 51.5444009)
419321807,51.542533,-0.910422,3,,POINT (-0.910422 51.542533)
419321818,51.5422418,-0.9108203,3,,POINT (-0.9108203 51.5422418)
419321838,51.5426082,-0.907943,1,,POINT (-0.9079429999999999 51.5426082)
419321844,51.5425341,-0.9071561,3,,POINT (-0.9071561 51.5425341)
419321856,51.5430765,-0.9111085,3,,POINT (-0.9111085 51.5430765)
419321860,51.5430404,-0.9112116,1,,POINT (-0.9112116 51.5430404)
419321866,51.5419105,-0.9083689,1,,POINT (-0.9083689 51.5419105)
419321868,51.54199,-0.9084085,3,,POINT (-0.9084085 51.54199)
419321882,51.5423519,-0.9068532,3,,POINT (-0.9068532 51.5423519)
419321886,51.5420566,-0.9084433,1,,POINT (-0.9084433 51.5420566)
419321888,51.5415722,-0.9069377,1,,POINT (-0.9069377 51.5415722)
419321897,51.54192,-0.9061108,3,,POINT (-0.9061108 51.54192)
419321903,51.5414944,-0.9059735,3,,POINT (-0.9059735 51.5414944)
419321905,51.5412932,-0.9056848,1,,POINT (-0.9056848 51.5412932)
419321922,51.5425365,-0.9115078,3,,POINT (-0.9115078 51.5425365)
419321926,51.5432653,-0.912925,3,,POINT (-0.912925 51.5432653)
419321930,51.5436584,-0.9135904,3,,POINT (-0.9135904 51.5436584)
419321934,51.5440209,-0.9141646,3,,POINT (-0.9141646 51.5440209)
419882537,51.5411112,-0.9116489,3,,POINT (-0.9116489 51.5411112)
419882542,51.5418758,-0.9135563,3,,POINT (-0.9135563 51.5418758)
419882549,51.5429393,-0.9147478,3,,POINT (-0.9147478 51.5429393)
419882551,51.5436321,-0.9156912,3,,POINT (-0.9156912 51.5436321)
419882553,51.5421446,-0.9122556,3,,POINT (-0.9122556000000001 51.5421446)
419882559,51.5414468,-0.9126007,3,,POINT (-0.9126007 51.5414468)
419882567,51.5411003,-0.9103415,3,,POINT (-0.9103415 51.5411003)
419882570,51.5428906,-0.9135345,3,,POINT (-0.9135345 51.5428906)
419882574,51.5422398,-0.9139813,3,,POINT (-0.9139813 51.5422398)
419882575,51.5424377,-0.912819,1,,POINT (-0.912819 51.5424377)
419882576,51.5434365,-0.9139503,3,,POINT (-0.9139503 51.5434365)
419882580,51.5438478,-0.9144847,3,,POINT (-0.9144847 51.5438478)
419882581,51.5441528,-0.9145327,3,,POINT (-0.9145327 51.5441528)
419882589,51.5429327,-0.9153156,1,,POINT (-0.9153156 51.5429327)
419882590,51.5436632,-0.9154676,1,,POINT (-0.9154676 51.5436632)
419882591,51.5435831,-0.9156304,3,,POINT (-0.9156304 51.5435831)
419882592,51.5440416,-0.9147053,3,,POINT (-0.9147053000000001 51.5440416)
419882593,51.5440875,-0.9147686,3,,POINT (-0.9147686 51.5440875)
419882594,51.5431701,-0.9143757,3,,POINT (-0.9143757 51.5431701)
419882595,51.5437754,-0.9150852,3,,POINT (-0.9150852 51.5437754)
419882598,51.5437598,-0.915385,3,,POINT (-0.915385 51.5437598)
419882600,51.5439164,-0.9150811,3,,POINT (-0.9150811 51.5439164)
419882611,51.5398363,-0.9072583,3,,POINT (-0.9072583 51.5398363)
419882615,51.5405056,-0.9116209,1,,POINT (-0.9116209 51.5405056)
420339270,51.5397635,-0.907238,3,mini_roundabout,POINT (-0.907238 51.5397635)
420339274,51.5387498,-0.9064022,3,,POINT (-0.9064022 51.5387498)
420339280,51.5380428,-0.9064882,3,,POINT (-0.9064882 51.5380428)
420339283,51.5379159,-0.9064685,1,,POINT (-0.9064685 51.5379159)
420339285,51.5381323,-0.9065024,1,,POINT (-0.9065024 51.5381323)
420339287,51.5383186,-0.9061026,3,,POINT (-0.9061026 51.5383186)
420339289,51.5387707,-0.9061931,4,crossing,POINT (-0.9061931 51.5387707)
420339291,51.5396675,-0.9063938,3,,POINT (-0.9063938 51.5396675)
420339292,51.5396304,-0.9063107,4,crossing,POINT (-0.9063107 51.5396304)
420339294,51.5394717,-0.9059218,1,,POINT (-0.9059218 51.5394717)
420339298,51.539358,-0.9061476,3,,POINT (-0.9061476000000001 51.539358)
420339300,51.5393396,-0.9059631,1,,POINT (-0.9059631 51.5393396)
420339303,51.5391678,-0.9061142,3,,POINT (-0.9061142 51.5391678)
420339308,51.5392014,-0.9058458,3,,POINT (-0.9058458 51.5392014)
420339315,51.5396936,-0.9056836,1,,POINT (-0.9056836 51.5396936)
420339318,51.5385256,-0.9052033,3,,POINT (-0.9052033 51.5385256)
420339320,51.5385494,-0.9059497,3,,POINT (-0.9059497 51.5385494)
420339324,51.5384932,-0.904771,3,,POINT (-0.904771 51.5384932)
420339340,51.5375489,-0.9058921,1,,POINT (-0.9058921 51.5375489)
420339343,51.540516,-0.9065282,3,,POINT (-0.9065282 51.540516)
420339350,51.5405636,-0.906034,3,,POINT (-0.906034 51.5405636)
420339352,51.5410387,-0.9066306,1,,POINT (-0.9066306 51.5410387)
420339354,51.5410362,-0.9065654,3,,POINT (-0.9065654 51.5410362)
420339355,51.5410338,-0.9065028,1,,POINT (-0.9065028000000001 51.5410338)
420339356,51.5398731,-0.9059421,3,,POINT (-0.9059421 51.5398731)
420339359,51.539894,-0.9061887,3,,POINT (-0.9061887 51.539894)
420339362,51.5399174,-0.9055037,3,,POINT (-0.9055037 51.5399174)
420339365,51.5400349,-0.9043894,3,,POINT (-0.9043894 51.5400349)
420339366,51.5397282,-0.9059787,1,,POINT (-0.9059787 51.5397282)
420339367,51.539728,-0.9043788,3,,POINT (-0.9043788 51.539728)
420339371,51.5401915,-0.9047182,3,,POINT (-0.9047182 51.5401915)
420339376,51.5409345,-0.9031724,1,,POINT (-0.9031724 51.5409345)
420339377,51.5404305,-0.9044641,3,,POINT (-0.9044641 51.5404305)
420339378,51.5409716,-0.9043177,3,,POINT (-0.9043177 51.5409716)
420339379,51.5414517,-0.9043263,3,,POINT (-0.9043263 51.5414517)
420339381,51.540237,-0.9044247,3,,POINT (-0.9044247 51.540237)
420501396,51.5358721,-0.9051909,3,,POINT (-0.9051909 51.5358721)
420501397,51.5360883,-0.9053997,3,,POINT (-0.9053997 51.5360883)
420501398,51.536121,-0.9054857,3,,POINT (-0.9054856999999999 51.536121)
420501404,51.5368367,-0.9058136,3,,POINT (-0.9058136 51.5368367)
420501405,51.5369277,-0.9058282,3,,POINT (-0.9058282 51.5369277)
420501407,51.5368511,-0.9057253,3,,POINT (-0.9057253 51.5368511)
420501408,51.5366038,-0.9055785,3,,POINT (-0.9055785 51.5366038)
420501411,51.536145,-0.9053863,3,,POINT (-0.9053863 51.536145)
420501412,51.5366417,-0.9053249,3,,POINT (-0.9053249 51.5366417)
420501413,51.5366818,-0.9050986,3,,POINT (-0.9050986 51.5366818)
420501414,51.5367244,-0.9049224,1,,POINT (-0.9049224 51.5367244)
420501416,51.5362535,-0.9051306,1,,POINT (-0.9051306 51.5362535)
420501417,51.5365309,-0.9050172,3,,POINT (-0.9050172 51.5365309)
420501419,51.5363136,-0.9049049,1,,POINT (-0.9049049 51.5363136)
420501424,51.5362418,-0.904295,3,,POINT (-0.904295 51.5362418)
420501430,51.5369599,-0.9046371,1,,POINT (-0.9046371 51.5369599)
420581171,51.5406654,-0.9083275,3,,POINT (-0.9083275 51.5406654)
420581174,51.5405749,-0.9090604,3,,POINT (-0.9090604 51.5405749)
420581177,51.5404336,-0.9105371,3,,POINT (-0.9105371 51.5404336)
420581178,51.5404929,-0.9098213,3,,POINT (-0.9098213000000001 51.5404929)
420581180,51.5401849,-0.9097398,3,,POINT (-0.9097398 51.5401849)
420581183,51.5402467,-0.9089493,3,,POINT (-0.9089493 51.5402467)
420581184,51.5402603,-0.9087275,3,,POINT (-0.9087275 51.5402603)
420581186,51.5401546,-0.908293,3,,POINT (-0.908293 51.5401546)
420581189,51.5403817,-0.9083086,3,,POINT (-0.9083086 51.5403817)
420581196,51.540078,-0.9108097,3,,POINT (-0.9108097000000001 51.540078)
420581198,51.5402137,-0.9108437,3,,POINT (-0.9108437 51.5402137)
420581199,51.540374,-0.9108838,3,,POINT (-0.9108838 51.540374)
420581201,51.5402724,-0.9105271,1,,POINT (-0.9105271 51.5402724)
420581206,51.5406602,-0.9110924,3,,POINT (-0.9110924 51.5406602)
420581207,51.5406623,-0.9112218,4,,POINT (-0.9112218 51.5406623)
420581210,51.5402437,-0.9114358,1,,POINT (-0.9114358 51.5402437)
420581215,51.5397731,-0.911057,3,,POINT (-0.911057 51.5397731)
420581218,51.5397428,-0.9110514,3,,POINT (-0.9110514 51.5397428)
420581230,51.5391047,-0.9109314,3,,POINT (-0.9109313999999999 51.5391047)
421939687,51.5287378,-0.8907756,3,,POINT (-0.8907756 51.5287378)
421939735,51.529348,-0.8905886,1,,POINT (-0.8905886 51.529348)
421939742,51.5291291,-0.8903467,1,,POINT (-0.8903467 51.5291291)
421939793,51.530828,-0.89339,1,,POINT (-0.89339 51.530828)
421939806,51.5310954,-0.894447,1,,POINT (-0.894447 51.5310954)
421962413,51.5308551,-0.8946768,3,,POINT (-0.8946768 51.5308551)
421962447,51.5302475,-0.8935566,3,,POINT (-0.8935566 51.5302475)
422507175,51.5314876,-0.8956428,3,,POINT (-0.8956428 51.5314876)
422507204,51.5315402,-0.8949101,1,,POINT (-0.8949101 51.5315402)
423182050,51.532355,-0.8954572,1,,POINT (-0.8954572 51.532355)
423182051,51.532538,-0.8953851,4,,POINT (-0.8953851 51.532538)
423182087,51.533075,-0.8975594,3,,POINT (-0.8975594 51.533075)
423182089,51.5330264,-0.8976278,3,,POINT (-0.8976278 51.5330264)
423276564,51.5287827,-0.8904854,3,,POINT (-0.8904854 51.5287827)
423276601,51.5346046,-0.8983085,3,,POINT (-0.8983085 51.5346046)
423276630,51.532772,-0.8953273,4,,POINT (-0.8953273 51.532772)
423276632,51.5328448,-0.8950654,3,,POINT (-0.8950654 51.5328448)
423276636,51.5329823,-0.8953253,3,,POINT (-0.8953253 51.5329823)
423276642,51.5332673,-0.8959299,3,,POINT (-0.8959298999999999 51.5332673)
423276666,51.527749,-0.8930308,1,,POINT (-0.8930308 51.527749)
423748796,51.5290247,-0.8887964,3,,POINT (-0.8887964 51.5290247)
423748803,51.5273129,-0.8851277,1,,POINT (-0.8851277 51.5273129)
423754365,51.5372864,-0.9010589,3,,POINT (-0.9010589 51.5372864)
423754366,51.5370313,-0.9008158,3,,POINT (-0.9008158000000001 51.5370313)
423754367,51.5370271,-0.9010096,3,,POINT (-0.9010096 51.5370271)
423805894,51.5371978,-0.9074773,1,,POINT (-0.9074773 51.5371978)
423805895,51.5374046,-0.9075179,3,,POINT (-0.9075179 51.5374046)
424202353,51.5373703,-0.907887,3,,POINT (-0.907887 51.5373703)
424202364,51.5373338,-0.9085311,3,,POINT (-0.9085311 51.5373338)
