osmid,y,x,street_count,highway,geometry
424202366,51.5378697,-0.908177,1,,POINT (-0.908177 51.5378697)
424202369,51.5378473,-0.9085793,3,,POINT (-0.9085793 51.5378473)
424202467,51.539802,-0.9022824,3,,POINT (-0.9022824 51.539802)
424202472,51.5399046,-0.9025848,3,,POINT (-0.9025848 51.5399046)
424202481,51.5400858,-0.9027552,3,,POINT (-0.9027552 51.5400858)
424202515,51.537664,-0.902214,3,,POINT (-0.902214 51.537664)
424202517,51.5383395,-0.9021146,1,,POINT (-0.9021146 51.5383395)
424202521,51.5378245,-0.9020495,3,,POINT (-0.9020494999999999 51.5378245)
424202527,51.5379837,-0.9019208,3,,POINT (-0.9019208 51.5379837)
424202530,51.5380879,-0.9014934,1,,POINT (-0.9014934 51.5380879)
424228076,51.5349089,-0.903846,3,,POINT (-0.903846 51.5349089)
424228081,51.5349437,-0.9040777,1,,POINT (-0.9040777 51.5349437)
424228084,51.5348008,-0.9039838,1,,POINT (-0.9039838 51.5348008)
424228087,51.5349619,-0.9032538,3,,POINT (-0.9032538 51.5349619)
424228091,51.5349486,-0.9033974,3,,POINT (-0.9033974 51.5349486)
424228119,51.532006,-0.898036,3,,POINT (-0.8980359999999999 51.532006)
424228122,51.5321231,-0.8981761,1,,POINT (-0.8981761 51.5321231)
424269280,51.5322611,-0.8973519,3,,POINT (-0.8973519 51.5322611)
426933146,51.5364813,-0.9219988,4,,POINT (-0.9219988 51.5364813)
426933176,51.5363577,-0.9254612,3,,POINT (-0.9254612 51.5363577)
427057104,51.5325343,-0.8970021,3,,POINT (-0.8970021 51.5325343)
427057105,51.533103,-0.8977943,3,,POINT (-0.8977943 51.533103)
427057107,51.5331673,-0.8977249,3,,POINT (-0.8977249 51.5331673)
427057109,51.5336182,-0.8987812,3,,POINT (-0.8987811999999999 51.5336182)
427057167,51.5342142,-0.9005048,3,,POINT (-0.9005048 51.5342142)
433928002,51.5255677,-0.9007471,3,,POINT (-0.9007471 51.5255677)
433928004,51.5240746,-0.9091681,3,,POINT (-0.9091681 51.5240746)
479273457,51.5433899,-0.908777,3,,POINT (-0.9087769999999999 51.5433899)
518644496,51.536506,-0.9017082,3,,POINT (-0.9017082 51.536506)
518644498,51.5361461,-0.9014545,1,,POINT (-0.9014545 51.5361461)
521512726,51.5431327,-0.9087477,1,,POINT (-0.9087477 51.5431327)
538990343,51.537908,-0.901982,3,,POINT (-0.901982 51.537908)
539136272,51.5455388,-0.9071189,3,,POINT (-0.9071189 51.5455388)
539136277,51.5452003,-0.9071265,3,,POINT (-0.9071264999999999 51.5452003)
539136288,51.5452468,-0.9071467,1,,POINT (-0.9071467 51.5452468)
539136289,51.5453113,-0.9064834,1,,POINT (-0.9064834000000001 51.5453113)
539136290,51.5451235,-0.9065399,3,,POINT (-0.9065399 51.5451235)
539136301,51.5449764,-0.9054782,3,,POINT (-0.9054782 51.5449764)
539136302,51.5447615,-0.9055307,3,,POINT (-0.9055307 51.5447615)
539136305,51.5446123,-0.905165,1,,POINT (-0.905165 51.5446123)
539136317,51.5450464,-0.9060245,4,,POINT (-0.9060245 51.5450464)
539136318,51.5457237,-0.9056703,3,,POINT (-0.9056703 51.5457237)
539136320,51.5454566,-0.9058256,3,,POINT (-0.9058256 51.5454566)
539136326,51.5453564,-0.9051283,3,,POINT (-0.9051283 51.5453564)
539136329,51.5456704,-0.9050917,3,,POINT (-0.9050917000000001 51.5456704)
539136339,51.5456446,-0.9045822,3,,POINT (-0.9045822 51.5456446)
539136342,51.5456489,-0.9049265,3,,POINT (-0.9049265 51.5456489)
539136343,51.5454531,-0.9036436,3,,POINT (-0.9036436 51.5454531)
539592468,51.543333,-0.9073903,3,,POINT (-0.9073903 51.543333)
539592471,51.5430756,-0.9065764,3,,POINT (-0.9065763999999999 51.5430756)
539592495,51.5426468,-0.9052539,3,,POINT (-0.9052538999999999 51.5426468)
539592498,51.5429467,-0.9051057,3,,POINT (-0.9051057 51.5429467)
539592501,51.5427696,-0.9051932,3,,POINT (-0.9051932 51.5427696)
539592507,51.5436956,-0.9057926,3,,POINT (-0.9057925999999999 51.5436956)
539592511,51.5430924,-0.9062651,3,,POINT (-0.9062651 51.5430924)
539592512,51.5425458,-0.9046907,3,,POINT (-0.9046907 51.5425458)
539592517,51.5433626,-0.9049002,1,,POINT (-0.9049002 51.5433626)
539592518,51.5431694,-0.9047731,1,,POINT (-0.9047731 51.5431694)
539592519,51.5434441,-0.9049734,1,,POINT (-0.9049734 51.5434441)
539665990,51.5422563,-0.9023806,3,,POINT (-0.9023806 51.5422563)
539666003,51.5414471,-0.9020854,3,,POINT (-0.9020854 51.5414471)
539666019,51.5423613,-0.9040927,3,,POINT (-0.9040927 51.5423613)
539666026,51.5423882,-0.9047384,3,,POINT (-0.9047384000000001 51.5423882)
539689894,51.5416995,-0.9038551,3,,POINT (-0.9038551 51.5416995)
539689895,51.5416814,-0.9049321,3,,POINT (-0.9049321 51.5416814)
539723903,51.5386856,-0.9085685,1,,POINT (-0.9085685 51.5386856)
558483194,51.5434707,-0.9078166,1,,POINT (-0.9078166 51.5434707)
571097580,51.5433065,-0.9085853,3,,POINT (-0.9085853 51.5433065)
672431933,51.5531043,-0.924123,3,,POINT (-0.924123 51.5531043)
672431935,51.552908,-0.9245193,3,,POINT (-0.9245193 51.552908)
672431941,51.5533817,-0.9256834,3,,POINT (-0.9256834 51.5533817)
672431942,51.5535151,-0.9259248,1,,POINT (-0.9259248 51.5535151)
672442381,51.5529614,-0.9255707,1,,POINT (-0.9255707 51.5529614)
672442382,51.5530384,-0.9254529,3,,POINT (-0.9254529 51.5530384)
672444495,51.5528046,-0.9249163,1,,POINT (-0.9249163 51.5528046)
672444513,51.5528813,-0.9250879,3,,POINT (-0.9250879 51.5528813)
672444526,51.552983,-0.924969,3,,POINT (-0.924969 51.552983)
672444528,51.553288,-0.925497,3,,POINT (-0.925497 51.553288)
772998805,51.538712,-0.9025947,1,,POINT (-0.9025947 51.538712)
772998806,51.5391745,-0.9025136,3,,POINT (-0.9025136 51.5391745)
772998822,51.5413607,-0.9050415,4,mini_roundabout,POINT (-0.9050415000000001 51.5413607)
772998840,51.5410529,-0.9047674,3,,POINT (-0.9047674 51.5410529)
974138855,51.5474982,-0.922788,4,,POINT (-0.9227880000000001 51.5474982)
974138858,51.5469134,-0.922911,1,,POINT (-0.922911 51.5469134)
974138964,51.5480193,-0.9259035,1,,POINT (-0.9259035 51.5480193)
974138966,51.5483704,-0.9254999,3,,POINT (-0.9254999 51.5483704)
974138991,51.5472854,-0.9207751,3,,POINT (-0.9207751 51.5472854)
974139000,51.5477361,-0.9187418,4,,POINT (-0.9187418000000001 51.5477361)
974139008,51.5485484,-0.917625,3,,POINT (-0.917625 51.5485484)
974139230,51.5471631,-0.9195865,3,,POINT (-0.9195865 51.5471631)
974145114,51.5485778,-0.926343,3,,POINT (-0.926343 51.5485778)
974145597,51.5476693,-0.9227747,3,,POINT (-0.9227746999999999 51.5476693)
974145670,51.5475108,-0.9225646,3,,POINT (-0.9225646 51.5475108)
974145675,51.5479993,-0.923232,3,,POINT (-0.9232320000000001 51.5479993)
974148692,51.5418023,-0.9166441,3,,POINT (-0.9166441 51.5418023)
974156078,51.5462773,-0.9146953,4,,POINT (-0.9146953 51.5462773)
974156082,51.5468784,-0.9156038,4,,POINT (-0.9156038 51.5468784)
974156087,51.5484329,-0.917886,4,,POINT (-0.917886 51.5484329)
974156343,51.545504,-0.9172051,1,,POINT (-0.9172051 51.545504)
974156348,51.5463768,-0.9144156,4,,POINT (-0.9144156 51.5463768)
974156578,51.5462446,-0.917256,1,,POINT (-0.917256 51.5462446)
974156588,51.5470035,-0.9153262,3,,POINT (-0.9153262 51.5470035)
974156802,51.5464134,-0.9143592,4,,POINT (-0.9143592 51.5464134)
974156855,51.5474379,-0.9159663,3,,POINT (-0.9159663 51.5474379)
974156856,51.5474721,-0.9159022,4,,POINT (-0.9159022 51.5474721)
974158409,51.5434487,-0.908753,4,,POINT (-0.908753 51.5434487)
974164348,51.5366081,-0.9158269,3,,POINT (-0.9158269 51.5366081)
974164350,51.5366812,-0.9158262,3,,POINT (-0.9158262 51.5366812)
974164355,51.5367092,-0.9156502,3,,POINT (-0.9156502 51.5367092)
974164380,51.5385128,-0.9144329,3,,POINT (-0.9144329 51.5385128)
974171652,51.5440027,-0.911044,1,,POINT (-0.911044 51.5440027)
974171655,51.5437959,-0.9105756,3,,POINT (-0.9105756 51.5437959)
974185064,51.5529883,-0.9243612,4,,POINT (-0.9243612 51.5529883)
974185466,51.5474685,-0.9155158,3,,POINT (-0.9155158 51.5474685)
974185479,51.5476791,-0.9157647,1,,POINT (-0.9157647 51.5476791)
1244413917,51.5371977,-0.910856,3,,POINT (-0.910856 51.5371977)
1244414504,51.5399347,-0.9149455,1,,POINT (-0.9149455 51.5399347)
1377649256,51.5304533,-0.8994653,3,,POINT (-0.8994653 51.5304533)
1377649267,51.5307865,-0.8988976,1,,POINT (-0.8988976 51.5307865)
1378913203,51.535758,-0.9035383,1,,POINT (-0.9035383 51.535758)
1378913204,51.5357704,-0.9034948,3,,POINT (-0.9034948 51.5357704)
1400101526,51.5358056,-0.9023866,3,,POINT (-0.9023866 51.5358056)
1400101527,51.5359263,-0.901622,1,,POINT (-0.901622 51.5359263)
1400101530,51.5364731,-0.9019487,3,,POINT (-0.9019487 51.5364731)
1432095237,51.5242597,-0.9081175,3,,POINT (-0.9081175 51.5242597)
1439652437,51.5273608,-0.9235533,3,,POINT (-0.9235533 51.5273608)
1483367746,51.5410368,-0.9047857,3,,POINT (-0.9047857 51.5410368)
1631639109,51.5408261,-0.9022572,1,,POINT (-0.9022572 51.5408261)
1631639134,51.5330007,-0.9077147,1,,POINT (-0.9077147 51.5330007)
1631639153,51.5334106,-0.9082606,4,,POINT (-0.9082606 51.5334106)
1631661170,51.5362553,-0.9038152,3,traffic_signals,POINT (-0.9038152 51.5362553)
1672604357,51.535,-0.9030075,3,,POINT (-0.9030075 51.535)
1672637039,51.5365541,-0.9008103,3,,POINT (-0.9008103 51.5365541)
1672664139,51.538964,-0.9011823,3,,POINT (-0.9011823 51.538964)
1674848790,51.5369401,-0.9009866,3,,POINT (-0.9009866 51.5369401)
1674848798,51.5390102,-0.9012894,3,,POINT (-0.9012894 51.5390102)
1674848801,51.5390368,-0.9015271,3,,POINT (-0.9015271 51.5390368)
1674875386,51.5394298,-0.9043957,3,,POINT (-0.9043957 51.5394298)
1814947918,51.5353911,-0.9123719,4,,POINT (-0.9123719 51.5353911)
2055908736,51.537318,-0.9101352,3,,POINT (-0.9101352 51.537318)
2055908741,51.5371529,-0.9101248,3,,POINT (-0.9101248 51.5371529)
2175006245,51.5376623,-0.9010105,4,,POINT (-0.9010105 51.5376623)
2321903163,51.5398878,-0.9061041,3,,POINT (-0.9061041 51.5398878)
2321903165,51.5395575,-0.9062221,3,,POINT (-0.9062221 51.5395575)
2558981755,51.5336043,-0.9089459,3,,POINT (-0.9089459 51.5336043)
2559123298,51.5300311,-0.8988471,3,,POINT (-0.8988471 51.5300311)
2559123305,51.5301155,-0.8978312,1,,POINT (-0.8978312000000001 51.5301155)
2559167328,51.5335861,-0.9065259,1,,POINT (-0.9065259 51.5335861)
2559173706,51.5350299,-0.9071458,3,,POINT (-0.9071458 51.5350299)
2559173707,51.5355966,-0.907476,4,,POINT (-0.9074759999999999 51.5355966)
2559173708,51.5361062,-0.9076378,3,,POINT (-0.9076378000000001 51.5361062)
2559173713,51.5353332,-0.9061679,3,,POINT (-0.9061679 51.5353332)
2559174474,51.5352995,-0.9080943,3,,POINT (-0.9080943 51.5352995)
3217320649,51.5382819,-0.9039731,1,,POINT (-0.9039731 51.5382819)
3217323570,51.5384306,-0.9047929,3,,POINT (-0.9047929 51.5384306)
3224241058,51.5339261,-0.9006784,3,,POINT (-0.9006784 51.5339261)
3224243067,51.5335744,-0.900155,3,,POINT (-0.900155 51.5335744)
3230229312,51.5351431,-0.905551,3,,POINT (-0.905551 51.5351431)
3230229313,51.535001,-0.905421,3,,POINT (-0.905421 51.535001)
3231957137,51.5376857,-0.9024464,3,,POINT (-0.9024464 51.5376857)
3231957393,51.5380909,-0.9026365,1,,POINT (-0.9026365 51.5380909)
3231977580,51.5350771,-0.9066769,3,,POINT (-0.9066769 51.5350771)
3231977589,51.5354202,-0.9069124,1,,POINT (-0.9069124 51.5354202)
3231977598,51.5356048,-0.9057145,3,,POINT (-0.9057145 51.5356048)
3231977611,51.5357409,-0.9071887,3,,POINT (-0.9071887 51.5357409)
3231977615,51.535786,-0.9056194,1,,POINT (-0.9056194 51.535786)
3237081642,51.5347566,-0.8998219,3,,POINT (-0.8998219 51.5347566)
3237081651,51.5348078,-0.9004614,1,,POINT (-0.9004614 51.5348078)
3240913507,51.5348175,-0.902924,3,,POINT (-0.9029239999999999 51.5348175)
3240913518,51.5348929,-0.9020017,3,,POINT (-0.9020017 51.5348929)
3240913519,51.5349129,-0.9023995,1,,POINT (-0.9023995 51.5349129)
3240913521,51.5349169,-0.9018335,1,,POINT (-0.9018335 51.5349169)
3242558668,51.5355246,-0.902783,1,,POINT (-0.902783 51.5355246)
3242558716,51.5356716,-0.9046312,1,,POINT (-0.9046312 51.5356716)
3242558822,51.5359755,-0.9036118,3,,POINT (-0.9036118 51.5359755)
3249331257,51.5365344,-0.9060289,1,,POINT (-0.9060289 51.5365344)
3249345661,51.5379576,-0.9072977,1,,POINT (-0.9072977 51.5379576)
3249345698,51.5382889,-0.9075891,3,,POINT (-0.9075891 51.5382889)
3264026246,51.539096,-0.9019586,3,,POINT (-0.9019586000000001 51.539096)
3264032590,51.53951,-0.9017608,3,,POINT (-0.9017608 51.53951)
3307802343,51.529238,-0.9315479,3,,POINT (-0.9315479 51.529238)
3309232564,51.5362467,-0.9089257,1,,POINT (-0.9089256999999999 51.5362467)
3309232581,51.5370134,-0.9084501,3,,POINT (-0.9084501 51.5370134)
3377532298,51.5397705,-0.9012803,3,,POINT (-0.9012803 51.5397705)
3377532300,51.5397769,-0.901516,3,,POINT (-0.901516 51.5397769)
3377532341,51.5402077,-0.9016184,1,,POINT (-0.9016184 51.5402077)
3377532386,51.5406359,-0.9016164,1,,POINT (-0.9016164 51.5406359)
3377532398,51.5407162,-0.9022572,3,,POINT (-0.9022572 51.5407162)
3377532404,51.5407557,-0.9007773,1,,POINT (-0.9007773 51.5407557)
3402390827,51.5411735,-0.9029646,1,,POINT (-0.9029646 51.5411735)
3402390843,51.5413141,-0.9021937,3,,POINT (-0.9021937 51.5413141)
3402390846,51.5413334,-0.9025187,3,,POINT (-0.9025187 51.5413334)
3402390849,51.5413181,-0.902256,3,,POINT (-0.9022559999999999 51.5413181)
3402390885,51.5414709,-0.9032747,1,,POINT (-0.9032747 51.5414709)
3402390947,51.542008,-0.9036572,1,,POINT (-0.9036572 51.542008)
3402410382,51.5415751,-0.9011919,3,,POINT (-0.9011919 51.5415751)
3402410383,51.5415769,-0.9017917,1,,POINT (-0.9017917 51.5415769)
3402410387,51.5416225,-0.9017513,3,,POINT (-0.9017513 51.5416225)
3402411401,51.5420347,-0.8998844,1,,POINT (-0.8998844 51.5420347)
3402411407,51.542238,-0.9022201,3,,POINT (-0.9022201 51.542238)
3402411414,51.5424962,-0.90023,1,,POINT (-0.90023 51.5424962)
3402411420,51.5425818,-0.9019653,3,,POINT (-0.9019653 51.5425818)
3402411427,51.5427269,-0.9017409,3,,POINT (-0.9017409 51.5427269)
3430519375,51.5340755,-0.9055871,3,,POINT (-0.9055871 51.5340755)
3464216574,51.5355343,-0.9041342,1,,POINT (-0.9041342 51.5355343)
3464216575,51.5357053,-0.9034547,3,,POINT (-0.9034547000000001 51.5357053)
3566343982,51.5357069,-0.9064909,1,,POINT (-0.9064909 51.5357069)
3566343983,51.5357386,-0.906558,1,,POINT (-0.906558 51.5357386)
3633389850,51.5387054,-0.9060007,1,,POINT (-0.9060007 51.5387054)
3633389856,51.5390862,-0.9061395,3,,POINT (-0.9061395 51.5390862)
3633389861,51.5390529,-0.9051211,4,,POINT (-0.9051211 51.5390529)
3633389862,51.5390027,-0.904591,3,,POINT (-0.904591 51.5390027)
3633784646,51.5321737,-0.9169431,3,,POINT (-0.9169431 51.5321737)
3633784654,51.5315696,-0.9158507,1,,POINT (-0.9158507 51.5315696)
3643587589,51.5364884,-0.9044772,3,,POINT (-0.9044772 51.5364884)
3690081834,51.5496859,-0.9252539,3,,POINT (-0.9252539 51.5496859)
3698272684,51.5432842,-0.9045053,3,,POINT (-0.9045053 51.5432842)
3809523879,51.5339903,-0.9066931,3,,POINT (-0.9066931 51.5339903)
3809523880,51.5340567,-0.9067537,3,,POINT (-0.9067537 51.5340567)
3809523881,51.5339219,-0.9066274,3,,POINT (-0.9066274 51.5339219)
3809523882,51.5339676,-0.9064997,1,,POINT (-0.9064997 51.5339676)
3809523883,51.5339488,-0.9065561,3,,POINT (-0.9065561 51.5339488)
3809523889,51.5343314,-0.905911,3,,POINT (-0.905911 51.5343314)
3809523903,51.5337601,-0.9064799,1,,POINT (-0.9064799 51.5337601)
3840633195,51.5359433,-0.9035934,3,,POINT (-0.9035934 51.5359433)
3960094258,51.5271569,-0.9325046,3,,POINT (-0.9325046 51.5271569)
3980095518,51.5343288,-0.9026916,3,,POINT (-0.9026916 51.5343288)
4011522686,51.5319259,-0.9196463,3,,POINT (-0.9196463 51.5319259)
4011523413,51.5499982,-0.9263299,3,,POINT (-0.9263299 51.5499982)
4011523419,51.5521138,-0.929602,3,,POINT (-0.929602 51.5521138)
4011534611,51.5419562,-0.9061718,3,,POINT (-0.9061718 51.5419562)
4011534612,51.5420307,-0.9048426,3,,POINT (-0.9048426000000001 51.5420307)
4011679802,51.5331177,-0.9149413,3,,POINT (-0.9149413 51.5331177)
4011679805,51.5341945,-0.9158236,1,,POINT (-0.9158236 51.5341945)
4011679806,51.5342594,-0.9137705,3,,POINT (-0.9137705 51.5342594)
4011679809,51.5344196,-0.9140719,3,,POINT (-0.9140719 51.5344196)
4011679811,51.5344649,-0.9139585,3,,POINT (-0.9139585 51.5344649)
4011679820,51.5414574,-0.9089266,3,,POINT (-0.9089266 51.5414574)
4013370060,51.5288232,-0.8902021,3,,POINT (-0.8902021 51.5288232)
4013370061,51.5289838,-0.89051,3,,POINT (-0.89051 51.5289838)
4013370063,51.529158,-0.8908439,3,,POINT (-0.8908439 51.529158)
4060277484,51.5496671,-0.9279587,3,,POINT (-0.9279587 51.5496671)
4489672331,51.538084,-0.9011411,1,,POINT (-0.9011411 51.538084)
4489672333,51.5371915,-0.9066637,3,,POINT (-0.9066637 51.5371915)
4489672335,51.5380957,-0.9008819,3,,POINT (-0.9008819 51.5380957)
4992813935,51.5389242,-0.9046124,3,,POINT (-0.9046124 51.5389242)
4992813936,51.5388667,-0.9042135,1,,POINT (-0.9042135 51.5388667)
5086497034,51.5283215,-0.909909,3,,POINT (-0.909909 51.5283215)
5327089130,51.5316503,-0.9205447,3,,POINT (-0.9205447 51.5316503)
5327089134,51.5320488,-0.9218016,1,,POINT (-0.9218016 51.5320488)
5452020133,51.5458222,-0.9050406,1,,POINT (-0.9050406 51.5458222)
5452020140,51.5453899,-0.9058542,3,,POINT (-0.9058542000000001 51.5453899)
5476737352,51.5366931,-0.905052,3,,POINT (-0.905052 51.5366931)
5476737354,51.5370627,-0.9052456,1,,POINT (-0.9052456 51.5370627)
5478655653,51.5387887,-0.906075,3,,POINT (-0.906075 51.5387887)
5478655654,51.5383424,-0.906044,3,,POINT (-0.906044 51.5383424)
5478672823,51.5433663,-0.9087227,3,,POINT (-0.9087227 51.5433663)
5555967338,51.5355947,-0.9000789,3,,POINT (-0.9000789 51.5355947)
5556147799,51.528749,-0.8907033,3,,POINT (-0.8907033 51.528749)
5556147805,51.5284398,-0.8918469,1,,POINT (-0.8918469 51.5284398)
5758718246,51.5377982,-0.9008635,1,,POINT (-0.9008635 51.5377982)
5758718248,51.537754,-0.9009087,3,,POINT (-0.9009087 51.537754)
5758718250,51.5376439,-0.9009476,3,,POINT (-0.9009476 51.5376439)
5758718272,51.5343039,-0.8986704,3,,POINT (-0.8986704 51.5343039)
5758718276,51.5342843,-0.8986986,3,,POINT (-0.8986986 51.5342843)
5758718277,51.5344207,-0.8985746,3,,POINT (-0.8985746 51.5344207)
5758718279,51.5344095,-0.8985544,3,,POINT (-0.8985544 51.5344095)
5758718285,51.5343909,-0.8985528,3,,POINT (-0.8985528 51.5343909)
5758718297,51.5342026,-0.8988025,3,,POINT (-0.8988024999999999 51.5342026)
5758718480,51.5264983,-0.8936015,3,,POINT (-0.8936015 51.5264983)
5758718482,51.5263235,-0.8933984,1,,POINT (-0.8933984 51.5263235)
5758718483,51.52637,-0.8934314,3,,POINT (-0.8934314 51.52637)
5758718486,51.5264871,-0.8929145,1,,POINT (-0.8929145000000001 51.5264871)
5809547766,51.5331548,-0.9099915,1,,POINT (-0.9099915 51.5331548)
5809547767,51.5332569,-0.9098342,1,,POINT (-0.9098342 51.5332569)
5809547770,51.5332576,-0.9097704,3,,POINT (-0.9097704 51.5332576)
5809547775,51.5331099,-0.9100091,3,,POINT (-0.9100091 51.5331099)
5809547777,51.5332361,-0.9101661,1,,POINT (-0.9101661 51.5332361)
6320195888,51.5267452,-0.8926206,3,,POINT (-0.8926206 51.5267452)
6320195890,51.5274773,-0.8929038,3,,POINT (-0.8929038 51.5274773)
6320195891,51.5268031,-0.8924026,3,,POINT (-0.8924026 51.5268031)
6320195892,51.5275377,-0.8926917,3,,POINT (-0.8926917 51.5275377)
6320195894,51.5275904,-0.8924944,3,,POINT (-0.8924944 51.5275904)
6320195895,51.5269197,-0.8919962,3,,POINT (-0.8919962 51.5269197)
6320195896,51.5268611,-0.8922124,3,,POINT (-0.8922124 51.5268611)
6320195897,51.5265686,-0.8932462,3,,POINT (-0.8932462 51.5265686)
6320195900,51.5266821,-0.8928196,3,,POINT (-0.8928196 51.5266821)
6320195901,51.5266233,-0.8930311,3,,POINT (-0.8930311 51.5266233)
6320195902,51.5269536,-0.8932846,3,,POINT (-0.8932846 51.5269536)
6320195903,51.5265958,-0.8932689,2,,POINT (-0.8932689 51.5265958)
6320195904,51.5266549,-0.8930564,2,,POINT (-0.8930564 51.5266549)
6320195905,51.5267115,-0.8928447,2,,POINT (-0.8928447 51.5267115)
6320195906,51.5267735,-0.8926388,2,,POINT (-0.8926388 51.5267735)
6320195907,51.5268358,-0.8924288,2,,POINT (-0.8924288 51.5268358)
6320195908,51.5268822,-0.8922207,2,,POINT (-0.8922207 51.5268822)
6320195909,51.5269472,-0.892013,2,,POINT (-0.8920129999999999 51.5269472)
6320195910,51.5270039,-0.8918035,2,,POINT (-0.8918035 51.5270039)
6484131186,51.5316593,-0.8984976,3,,POINT (-0.8984976 51.5316593)
6484131187,51.5314766,-0.8983157,1,,POINT (-0.8983157000000001 51.5314766)
6557733181,51.5439594,-0.9129096,1,,POINT (-0.9129096 51.5439594)
6581622780,51.5251338,-0.9031709,3,,POINT (-0.9031709 51.5251338)
6581634292,51.5240713,-0.9029195,1,,POINT (-0.9029195 51.5240713)
6668863350,51.5270956,-0.9019452,3,,POINT (-0.9019452 51.5270956)
6668863352,51.5265818,-0.9018806,1,,POINT (-0.9018806 51.5265818)
6684390580,51.5436423,-0.9094779,3,,POINT (-0.9094779 51.5436423)
6684424585,51.5433917,-0.9098757,1,,POINT (-0.9098757 51.5433917)
6706189514,51.5477104,-0.9205971,1,,POINT (-0.9205970999999999 51.5477104)
6706189515,51.5473856,-0.9188162,3,,POINT (-0.9188162 51.5473856)
6706189521,51.5469963,-0.9175785,1,,POINT (-0.9175785 51.5469963)
6707741410,51.5249812,-0.9040346,3,,POINT (-0.9040346 51.5249812)
6707741414,51.5239214,-0.9038531,1,,POINT (-0.9038531 51.5239214)
6710011729,51.5296503,-0.8954584,3,,POINT (-0.8954584 51.5296503)
6710011736,51.5292378,-0.8960864,1,,POINT (-0.8960863999999999 51.5292378)
6721899875,51.5379574,-0.908028,1,,POINT (-0.9080279999999999 51.5379574)
6721899878,51.5419192,-0.9022253,3,,POINT (-0.9022253 51.5419192)
6722802643,51.5258234,-0.9008294,3,,POINT (-0.9008294 51.5258234)
6722802648,51.5259791,-0.9001673,1,,POINT (-0.9001673 51.5259791)
6725981773,51.5472335,-0.9202711,3,,POINT (-0.9202711 51.5472335)
6725981777,51.5468454,-0.9203092,1,,POINT (-0.9203092 51.5468454)
6755729429,51.527696,-0.8951421,3,,POINT (-0.8951421000000001 51.527696)
6755729430,51.527261,-0.8948406,1,,POINT (-0.8948406 51.527261)
6765896110,51.5275282,-0.9254569,3,,POINT (-0.9254569 51.5275282)
6765896111,51.5278508,-0.925261,1,,POINT (-0.925261 51.5278508)
6768548090,51.5280758,-0.9157365,3,,POINT (-0.9157365 51.5280758)
6768548091,51.5275755,-0.9156555,1,,POINT (-0.9156555 51.5275755)
6801704775,51.5353199,-0.911852,1,,POINT (-0.911852 51.5353199)
6805520128,51.5292029,-0.8949568,3,,POINT (-0.8949568 51.5292029)
6805520129,51.5293404,-0.894627,1,,POINT (-0.894627 51.5293404)
6878471960,51.5292598,-0.894814,3,,POINT (-0.894814 51.5292598)
6878471964,51.5297637,-0.8944061,1,,POINT (-0.8944061 51.5297637)
6887984284,51.5484482,-0.9234487,1,,POINT (-0.9234487 51.5484482)
6888057090,51.5482455,-0.9229462,1,,POINT (-0.9229462 51.5482455)
6905344949,51.5289359,-0.8946522,3,,POINT (-0.8946522 51.5289359)
6905344950,51.5292157,-0.8939824,1,,POINT (-0.8939824 51.5292157)
6905344951,51.5289934,-0.894505,3,,POINT (-0.894505 51.5289934)
6905344952,51.528675,-0.8941422,1,,POINT (-0.8941422 51.528675)
6905344953,51.5281715,-0.8937926,1,,POINT (-0.8937926 51.5281715)
6905344954,51.5287334,-0.893666,1,,POINT (-0.893666 51.5287334)
6911186804,51.524138,-0.9003916,3,,POINT (-0.9003916 51.524138)
6911186805,51.5240019,-0.9012209,1,,POINT (-0.9012209 51.5240019)
6911243098,51.5471781,-0.9197328,3,,POINT (-0.9197328 51.5471781)
6911243111,51.546388,-0.9190025,1,,POINT (-0.9190025000000001 51.546388)
6911743011,51.5388117,-0.9086643,3,,POINT (-0.9086643 51.5388117)
6911743019,51.5378394,-0.909463,1,,POINT (-0.909463 51.5378394)
6911929808,51.5251349,-0.9229749,3,,POINT (-0.9229749 51.5251349)
6911929819,51.5246056,-0.9216736,1,,POINT (-0.9216736 51.5246056)
6912302038,51.5356109,-0.9156676,3,,POINT (-0.9156676 51.5356109)
6913204136,51.5506928,-0.9207195,3,,POINT (-0.9207195 51.5506928)
6913204137,51.5507251,-0.9206574,4,,POINT (-0.9206574 51.5507251)
6913204138,51.5509602,-0.9202192,3,,POINT (-0.9202192 51.5509602)
6913204142,51.5511198,-0.9201921,1,,POINT (-0.9201921 51.5511198)
6913204149,51.5515562,-0.919423,1,,POINT (-0.919423 51.5515562)
7138883053,51.5369448,-0.9015617,1,,POINT (-0.9015617 51.5369448)
7144835352,51.5290726,-0.8948081,3,,POINT (-0.8948081 51.5290726)
7144835353,51.5290221,-0.8949043,3,,POINT (-0.8949043 51.5290221)
7144835356,51.5286634,-0.8950603,1,,POINT (-0.8950603 51.5286634)
7144835358,51.5289386,-0.895383,1,,POINT (-0.895383 51.5289386)
7165407905,51.5298505,-0.8979332,3,,POINT (-0.8979332 51.5298505)
7165407908,51.5294116,-0.8975636,1,,POINT (-0.8975636 51.5294116)
7165407909,51.5300158,-0.8977139,3,,POINT (-0.8977139 51.5300158)
7165407910,51.5296863,-0.8971119,1,,POINT (-0.8971119 51.5296863)
7165407912,51.5302914,-0.897369,4,,POINT (-0.897369 51.5302914)
